#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	7600 RPKM	FV013 RPKM	up or down
FVEG_12221	NA	5.76162	1	7.27252	0.0215709	4.05365	u
FVEG_12222	NA	6.03355	1	7.64341	0.0171416	4.6863	u
FVEG_12223	NA	5.65515	1	8.3883	0	2.94993	u
FVEG_12224	NA	4.53709	1	7.27296	0	1.99214	u
FVEG_12225	NA	8.07296	1	9.80422	0.0158484	25.8382	u
FVEG_12227	NA	6.94565	1	9.67743	0	6.77186	u
FVEG_12232	NA	4.74133	1	7.47655	0	1.77169	u
FVEG_12234	NA	4.25603	1	6.99298	0	1.23083	u
FVEG_12236	NA	4.234	1	6.97106	0	1.74324	u
FVEG_12238	NA	5.72628	1	8.45932	0	2.73509	u
FVEG_12242	NA	8.28646	1	9.71281	0.0862256	82.4713	u
FVEG_12243	NA	5.31156	1	8.04534	0	2.47257	u
FVEG_12247	NA	6.54804	1	8.28012	0.012777	7.24132	u
FVEG_12250	NA	4.6445	1	7.38001	0	1.31294	u
FVEG_12251	NA	6.90965	1	9.64145	0	8.10862	u
FVEG_12252	NA	5.70217	1	7.31244	0.0429831	9.34131	u
FVEG_12254	NA	8.05137	1	9.34907	0.13052	90.5496	u
FVEG_12255	NA	7.88856	1	8.40944	0.664708	212.147	u
FVEG_12256	NA	8.5218	1	9.33627	0.193036	122.529	u
FVEG_12260	NA	4.59525	1	7.33093	0	3.74936	u
FVEG_12270	NA	4.26038	1	6.99733	0	1.0207	u
FVEG_12271	NA	6.86484	1	9.59668	0	5.87577	u
FVEG_12272	NA	4.20712	1	6.9443	0	1.46402	u
FVEG_12274	NA	6.11581	1	7.84834	0.0273653	11.4964	u
FVEG_12281	NA	6.74296	1	8.1699	0.0440433	14.456	u
FVEG_12285	NA	5.03282	1	6.54493	0.0384687	4.36488	u
FVEG_12286	NA	6.75887	1	7.44642	0.164542	27.6221	u
FVEG_12287	NA	7.36583	1	10.0974	0	11.037	u
FVEG_12288	NA	7.14191	1	8.56863	0.048781	21.1087	u
FVEG_12291	NA	6.1013	1	8.83383	0	5.12752	u
FVEG_12296	NA	5.75362	1	8.48663	0	7.06829	u
FVEG_12300	NA	7.94429	1	8.45847	0.470186	155.124	u
FVEG_12308	NA	5.50756	1	6.93572	0.0621524	8.67005	u
FVEG_12312	NA	5.77131	1	7.50429	0.0142278	4.70851	u
FVEG_12316	NA	7.03343	1	8.64249	0.0204945	11.2005	u
FVEG_12318	NA	6.6854	1	7.98363	0.0436248	11.7456	u
FVEG_12319	NA	6.70634	1	7.90911	0.05526	13.6249	u
FVEG_12322	NA	4.20939	1	6.94655	0	1.84809	u
FVEG_12324	NA	8.52861	1	10.1371	0.0446862	68.8257	u
FVEG_12333	NA	4.6905	1	6.42586	0.00811323	1.27071	u
FVEG_12339	NA	6.42612	1	8.15831	0.00899918	4.68718	u
FVEG_12351	NA	7.81271	1	8.97575	0.118309	60.3471	u
FVEG_12356	NA	7.04035	1	8.39751	0.0670433	24.7359	u
FVEG_12363	NA	5.42445	1	7.03516	0.0289164	5.18497	u
FVEG_12365	NA	7.52455	1	8.21189	0.172028	49.093	u
FVEG_12366	NA	5.92302	1	7.53301	0.0170665	4.32193	u
FVEG_12372	NA	4.41909	1	7.15539	0	1.31331	u
FVEG_12377	NA	5.15396	1	7.88808	0	2.93076	u
FVEG_12378	NA	6.06312	1	6.78783	0.196691	21.0543	u
FVEG_12382	NA	6.62369	1	7.87101	0.101139	24.6721	u
FVEG_12385	NA	7.86522	1	9.37469	0.0444852	35.9018	u
FVEG_12391	NA	7.90996	1	9.64127	0.0114156	16.6233	u
FVEG_12395	NA	7.65254	1	10.384	0	11.4192	u
FVEG_12401	NA	5.36612	1	6.97694	0.0217313	3.74242	u
FVEG_12406	NA	5.95415	1	7.5641	0.0277193	7.17261	u
FVEG_12409	NA	7.96551	1	9.39194	0.0810096	62.0307	u
FVEG_12410	NA	8.46378	1	11.1949	0	27.117	u
FVEG_12418	NA	4.28202	1	7.01886	0	1.39707	u
FVEG_12422	NA	7.35593	1	10.0875	0	15.5937	u
FVEG_12426	NA	5.28503	1	8.01886	0	1.64574	u
FVEG_12427	NA	6.76989	1	8.01713	0.0946903	25.5612	u
FVEG_12435	NA	4.05536	1	5.66997	0.0305229	2.1229	u
FVEG_12439	NA	5.77842	1	7.20621	0.0565731	9.51965	u
FVEG_12440	NA	6.70434	1	9.4363	0	4.78861	u
FVEG_12441	NA	6.46728	1	8.19944	0.0145367	7.79037	u
FVEG_12442	NA	7.24999	1	7.9547	0.134463	32.2063	u
FVEG_12443	NA	4.05215	1	6.79004	0	2.29136	u
FVEG_12444	NA	7.90928	1	9.51796	0.0296158	29.6961	u
FVEG_12445	NA	6.27849	1	9.01083	0	9.9657	u
FVEG_12449	NA	5.41793	1	8.1515	0	3.25818	u
FVEG_12518	NA	-4.00222	1	-4.31527	6.59973	0.300661	d
FVEG_12538	NA	-4.30986	1	-7.18724	1.49491	0	d
FVEG_12539	NA	-6.16027	1	-8.93447	1.18403	0	d
FVEG_12540	NA	-5.40767	1	-5.59971	14.9999	0.281275	d
FVEG_12541	NA	-4.15058	1	-4.29158	43.3654	2.01708	d
FVEG_12542	NA	-5.04353	1	-5.67944	10.5889	0.181872	d
FVEG_12548	NA	-5.97473	1	-6.20731	117.256	1.44059	d
FVEG_12565	NA	-4.44495	1	-4.84803	4.69852	0.147132	d
FVEG_12585	NA	-5.01007	1	-5.28258	6.49943	0.151441	d
FVEG_12596	NA	-4.46675	1	-4.76262	7.78977	0.260203	d
FVEG_12597	NA	-4.83147	1	-5.2564	6.1918	0.145713	d
FVEG_12598	NA	-5.3476	1	-5.84229	3.15795	0.049152	d
FVEG_12601	NA	-6.74903	1	-6.84338	286.161	2.27067	d
FVEG_12607	NA	-5.84781	1	-6.7509	4.21619	0.0330735	d
FVEG_12613	NA	-4.84905	1	-5.1727	9.93299	0.249227	d
FVEG_12616	NA	-5.18095	1	-5.60559	6.34267	0.117068	d
FVEG_12645	NA	-6.4508	1	-6.56474	222.028	2.13643	d
FVEG_12666	NA	-4.31701	1	-4.80749	5.19679	0.16646	d
FVEG_12679	NA	-6.17035	1	-6.35681	76.4425	0.848062	d
FVEG_12680	NA	-4.70829	1	-4.99719	4.85192	0.137738	d
FVEG_12681	NA	-5.00254	1	-5.33364	6.83948	0.153395	d
FVEG_12683	NA	-5.34557	1	-5.66109	10.2457	0.183193	d
FVEG_12687	NA	4.46124	1	4.65852	2.91895	67.4662	u
FVEG_12702	NA	-5.14193	1	-5.25495	209.353	4.99487	d
FVEG_12709	NA	-6.4017	1	-6.64476	23.7828	0.215632	d
FVEG_12725	NA	-4.82449	1	-5.83931	2.15587	0.0317145	d
FVEG_12763	NA	4.84792	1	5.20118	1.43926	48.8819	u
FVEG_12768	NA	-6.4358	1	-6.47301	1532.88	15.7333	d
FVEG_12823	NA	-4.27418	1	-4.38573	52.6788	2.29632	d
FVEG_12837	NA	6.99211	1	7.4821	0.533624	89.2245	u
FVEG_12879	NA	5.12339	1	5.43561	2.84599	113.392	u
FVEG_12881	NA	5.60936	1	7.12046	0.0896529	15.162	u
FVEG_12896	NA	4.66977	1	5.03171	0.7196	21.7451	u
FVEG_12898	NA	6.85946	1	9.5913	0	8.90014	u
FVEG_12901	NA	4.82633	1	5.29144	2.36288	86.2914	u
FVEG_12910	NA	-4.9284	1	-4.98979	282.067	8.09283	d
FVEG_12911	NA	-6.91161	1	-7.13854	112.9	0.727329	d
FVEG_12915	NA	-6.40449	1	-7.4712	5.38556	0.0252274	d
FVEG_12918	NA	-4.11742	1	-4.71027	1.16414	0.0395899	d
FVEG_12920	NA	-4.99727	1	-5.27157	22.1407	0.519814	d
FVEG_12928	NA	8.05586	1	8.55143	0.512738	180.026	u
FVEG_12929	NA	5.57461	1	6.10322	0.315385	20.3682	u
FVEG_12960	NA	6.09584	1	6.42786	1.99781	158.561	u
FVEG_12962	NA	-4.48468	1	-4.81908	11.457	0.367369	d
FVEG_12985	NA	-4.67344	1	-4.83959	58.5978	1.86287	d
FVEG_12992	NA	4.77999	1	5.506	0.299679	13.191	u
FVEG_12998	NA	-4.86351	1	-5.25265	5.24269	0.123986	d
FVEG_13001	NA	-4.28086	1	-5.18724	1.40815	0.0330623	d
FVEG_13007	NA	-6.11275	1	-6.61292	11.1479	0.101455	d
FVEG_13008	NA	-4.06188	1	-4.85381	0.660217	0.0198616	d
FVEG_13009	NA	-4.16402	1	-4.69508	2.59169	0.0895295	d
FVEG_13014	NA	-5.2891	1	-5.38111	116.3	2.54315	d
FVEG_13024	NA	-4.5307	1	-4.77347	11.71	0.388953	d
FVEG_13025	NA	-4.51375	1	-5.85561	3.39744	0.0473458	d
FVEG_13027	NA	-6.54461	1	-7.08521	21.8211	0.142387	d
FVEG_13031	NA	-5.35644	1	-5.68281	8.50792	0.149758	d
FVEG_13038	NA	-5.90631	1	-6.01397	158.673	2.23694	d
FVEG_13054	NA	6.29433	1	6.44362	5.52291	439.256	u
FVEG_13063	NA	-4.15567	1	-4.48257	7.00397	0.283884	d
FVEG_13080	NA	-4.03822	1	-4.1618	63.5669	3.23595	d
FVEG_13128	NA	-5.3118	1	-5.48004	71.8564	1.465	d
FVEG_13129	NA	-5.01553	1	-7.83931	0.685538	0	d
FVEG_13135	NA	7.29189	1	8.53889	0.144498	56.0039	u
FVEG_13138	NA	-4.54811	1	-4.94872	5.63269	0.164467	d
FVEG_13149	NA	-4.70522	1	-7.54981	0.370894	0	d
FVEG_13165	NA	-5.40869	1	-5.55912	45.3185	0.875018	d
FVEG_13166	NA	-4.80895	1	-4.99699	27.2469	0.776204	d
FVEG_13172	NA	-6.14078	1	-6.17931	1647.28	20.7247	d
FVEG_13173	NA	-6.49192	1	-6.52292	2619.22	25.9701	d
FVEG_13177	NA	-5.51774	1	-5.8482	42.5923	0.668224	d
FVEG_13182	NA	-6.43013	1	-6.535	402.424	3.9536	d
FVEG_13186	NA	5.68922	1	5.88198	5.96358	321.815	u
FVEG_13201	NA	8.54061	1	8.73341	6.04899	2355.9	u
FVEG_13220	NA	-6.52257	1	-7.26396	8.54014	0.0477816	d
FVEG_13236	NA	-5.43456	1	-5.53961	219.7	4.30347	d
FVEG_13237	NA	-5.80076	1	-5.91667	163.244	2.46163	d
FVEG_13238	NA	-4.85536	1	-5.14395	18.8758	0.483933	d
FVEG_13244	NA	-5.82042	1	-6.36923	9.79574	0.105069	d
FVEG_13267	NA	-5.23425	1	-5.33037	140.451	3.18106	d
FVEG_13270	NA	-5.64338	1	-5.79689	56.392	0.923258	d
FVEG_13278	NA	-4.56351	1	-5.23786	2.04236	0.0475694	d
FVEG_13279	NA	-6.18607	1	-6.42188	40.5277	0.429011	d
FVEG_13280	NA	-5.91596	1	-6.09928	24.4039	0.323705	d
FVEG_13281	NA	-4.47351	1	-5.60695	1.3694	0.0235203	d
FVEG_13282	NA	-5.0551	1	-6.36857	1.21613	0.0118364	d
FVEG_13284	NA	-5.50894	1	-6.14542	7.81051	0.0968734	d
FVEG_13285	NA	-4.71898	1	-5.50187	3.60799	0.068799	d
FVEG_13286	NA	-4.99788	1	-6.36694	2.04067	0.0195005	d
FVEG_13292	NA	-5.65349	1	-5.99038	11.75	0.166952	d
FVEG_13295	NA	-6.63472	1	-6.75655	211.657	1.78279	d
FVEG_13306	NA	-4.27442	1	-4.37258	52.7506	2.32088	d
FVEG_13342	NA	-5.9846	1	-6.62464	6.72744	0.0597084	d
FVEG_13344	NA	-5.36158	1	-5.57815	35.8202	0.681283	d
FVEG_13345	NA	-5.31582	1	-5.69991	3.54081	0.0613774	d
FVEG_13351	NA	-4.223	1	-5.70181	1.05879	0.0157196	d
FVEG_13369	NA	-4.19158	1	-7.08032	0.395042	0	d
FVEG_13379	NA	-6.70134	1	-6.98914	59.5676	0.424405	d
FVEG_13385	NA	5.20948	1	5.74565	0.59468	30.0015	u
FVEG_13388	NA	5.70383	1	6.40929	0.396797	32.5579	u
FVEG_13391	NA	-4.36178	1	-4.67111	5.91405	0.210407	d
FVEG_13404	NA	-4.65065	1	-4.95571	6.43057	0.187764	d
FVEG_13405	NA	-5.47708	1	-5.85437	9.38585	0.146204	d
FVEG_13406	NA	-5.46033	1	-5.6745	106.121	1.88803	d
FVEG_13407	NA	5.48675	1	6.52974	0.19586	18.1482	u
FVEG_13419	NA	4.03914	1	4.26329	5.64577	99.3285	u
FVEG_13431	NA	5.3188	1	5.52667	6.7287	284.002	u
FVEG_13432	NA	5.10874	1	5.58349	1.132	50.6698	u
FVEG_13433	NA	-5.75428	1	-6.15885	22.7867	0.286721	d
FVEG_13439	NA	-4.558	1	-4.99554	4.4966	0.126791	d
FVEG_13446	NA	-4.87527	1	-4.95839	124.967	3.66358	d
FVEG_13450	NA	-5.25957	1	-5.50557	24.0577	0.48069	d
FVEG_13456	NA	-5.31921	1	-5.93788	9.98879	0.143529	d
FVEG_13460	NA	4.25383	1	6.99081	0	4.47079	u
FVEG_13461	NA	-6.39878	1	-6.93359	6.24924	0.0453395	d
FVEG_13462	NA	-5.60134	1	-6.17723	6.85538	0.0837912	d
FVEG_13463	NA	-5.47538	1	-6.56431	4.29404	0.0378031	d
FVEG_13464	NA	-6.44061	1	-6.75918	23.8379	0.198867	d
FVEG_13477	NA	-7.13816	1	-8.09641	11.3152	0.0346121	d
FVEG_13478	NA	-5.48434	1	-6.06231	4.80595	0.0636245	d
FVEG_13479	NA	-4.72883	1	-6.11168	1.24215	0.0141922	d
FVEG_13487	NA	-4.10012	1	-4.24559	32.3285	1.55234	d
FVEG_13491	NA	-6.3501	1	-6.54193	90.2738	0.88071	d
FVEG_13492	NA	-6.28111	1	-6.42938	220.824	2.33214	d
FVEG_13495	NA	5.1749	1	7.90899	0	13.3684	u
FVEG_13527	NA	5.87568	1	6.8202	0.143107	16.0843	u
FVEG_13528	NA	4.74076	1	5.16816	1.11995	37.4089	u
FVEG_13536	NA	-6.39176	1	-6.56937	106.015	1.01524	d
FVEG_13540	NA	-6.34195	1	-6.97731	4.67382	0.0324703	d
FVEG_13553	NA	-4.86959	1	-6.24495	1.99828	0.0207969	d
FVEG_13554	NA	5.40169	1	7.01244	0.0252827	4.46253	u
FVEG_13598	NA	4.80275	1	5.01333	4.7839	141.477	u
FVEG_13612	NA	-4.03732	1	-4.18439	32.8981	1.64815	d
FVEG_13622	NA	5.06033	1	6.48925	0.0837812	8.5755	u
FVEG_13624	NA	6.94277	1	8.14542	0.195013	56.6408	u
FVEG_13625	NA	5.9889	1	7.15287	0.162326	23.4015	u
FVEG_13630	NA	-6.56024	1	-7.83109	3.93788	0.0138372	d
FVEG_13635	NA	4.22956	1	5.96663	0.00912178	1.03874	u
FVEG_13659	NA	-4.12416	1	-4.28145	14.584	0.682961	d
FVEG_13665	NA	-5.61162	1	-6.12404	3.48964	0.0445662	d
FVEG_13669	NA	-5.20192	1	-5.30655	263.382	6.0639	d
FVEG_13692	NA	5.49144	1	6.36159	0.468351	38.0376	u
FVEG_13696	NA	-4.6619	1	-4.89814	18.9157	0.576327	d
FVEG_13707	NA	-5.92781	1	-6.07043	142.271	1.92738	d
FVEG_13746	NA	-5.3286	1	-5.51566	65.7694	1.30752	d
FVEG_13747	NA	-6.56476	1	-6.83077	63.1189	0.502483	d
FVEG_13750	NA	-6.25639	1	-6.63286	14.4567	0.131154	d
FVEG_13755	NA	-4.1559	1	-4.76358	2.32022	0.0759094	d
FVEG_13762	NA	-4.59944	1	-6.21277	1.61279	0.0151365	d
FVEG_13765	NA	-6.68739	1	-6.77321	381.655	3.17977	d
FVEG_13766	NA	-5.94139	1	-6.01217	224.532	3.17101	d
FVEG_13768	NA	-4.40543	1	-4.67534	15.333	0.544712	d
FVEG_13769	NA	-6.43539	1	-6.71933	26.73	0.229687	d
FVEG_13806	NA	-6.06533	1	-6.18533	261.789	3.27652	d
FVEG_13830	NA	-5.99257	1	-6.59941	5.46286	0.0495683	d
FVEG_13832	NA	-4.59205	1	-5.24168	2.6073	0.0607418	d
FVEG_13835	NA	-4.62097	1	-6.14542	0.868489	0.00908371	d
FVEG_13836	NA	-5.976	1	-6.27014	27.9939	0.328332	d
FVEG_13837	NA	-6.34097	1	-6.73181	28.0906	0.237674	d
FVEG_13838	NA	-6.42042	1	-6.68073	28.8222	0.254686	d
FVEG_13840	NA	-4.2616	1	-4.57528	9.66476	0.36747	d
FVEG_13848	NA	-4.61602	1	-6.46734	0.262469	0.00139341	d
FVEG_13850	NA	4.4257	1	4.58071	6.57155	143.71	u
FVEG_13855	NA	-4.24675	1	-4.41224	43.0665	1.84158	d
FVEG_13857	NA	-4.57286	1	-5.20188	11.2563	0.270277	d
FVEG_13868	NA	-6.01616	1	-6.13824	109.212	1.41219	d
FVEG_13873	NA	-5.74862	1	-5.82501	287.698	4.62563	d
FVEG_13900	NA	-4.78925	1	-7.62781	0.957489	0	d
FVEG_13905	NA	5.93176	1	8.66451	0	8.98454	u
FVEG_13917	NA	-5.86072	1	-5.99397	213.875	3.05578	d
FVEG_13919	NA	-4.40698	1	-4.87766	2.27359	0.0694428	d
FVEG_13932	NA	-6.71025	1	-6.79918	526.58	4.30876	d
FVEG_13944	NA	-6.00652	1	-6.16028	126.2	1.60598	d
FVEG_13948	NA	4.3294	1	5.05622	0.476157	15.3438	u
FVEG_13952	NA	-5.78828	1	-6.04009	30.3114	0.417876	d
FVEG_13956	NA	-4.66848	1	-6.11685	1.67432	0.018565	d
FVEG_13957	NA	-4.11602	1	-4.28479	22.4128	1.04693	d
FVEG_13958	NA	-5.63864	1	-6.04457	19.9699	0.272018	d
FVEG_13967	NA	-5.53699	1	-5.90269	7.62224	0.114899	d
FVEG_13968	NA	-6.0476	1	-6.6087	9.52844	0.0863914	d
FVEG_13973	NA	-4.17537	1	-4.43583	16.0162	0.672176	d
FVEG_13982	NA	-5.47016	1	-7.03809	2.00628	0.0105445	d
FVEG_13989	NA	4.57225	1	5.77775	0.180819	10.1726	u
FVEG_13990	NA	-5.32761	1	-7.00437	2.84913	0.0136752	d
FVEG_14001	NA	-5.91006	1	-6.12978	50.5271	0.655389	d
FVEG_14002	NA	-6.40521	1	-6.61103	58.5523	0.544245	d
FVEG_14005	NA	-6.56384	1	-6.76758	53.2732	0.444271	d
FVEG_14008	NA	-4.56927	1	-7.42427	0.380925	0	d
FVEG_14023	NA	4.20631	1	5.72078	0.139137	8.91335	u
FVEG_14025	NA	-5.98264	1	-6.52206	39.7012	0.383275	d
FVEG_14086	NA	5.39048	1	5.91224	0.763648	43.1653	u
FVEG_14091	NA	6.75083	1	8.26082	0.0400506	14.9335	u
FVEG_14092	NA	-4.13635	1	-4.9242	4.14975	0.118837	d
FVEG_14112	NA	-5.56237	1	-5.63352	357.734	6.56855	d
FVEG_14133	NA	-5.55495	1	-5.96484	11.4641	0.165004	d
FVEG_14134	NA	-7.49361	1	-7.84438	59.873	0.234792	d
FVEG_14135	NA	-5.15424	1	-6.83931	1.15774	0.00624081	d
FVEG_14137	NA	-4.78805	1	-5.3233	3.45002	0.0768153	d
FVEG_14138	NA	-4.32983	1	-5.68366	1.36545	0.0214681	d
FVEG_14144	NA	-4.96445	1	-5.76358	2.75728	0.0436494	d
FVEG_14177	NA	-4.31346	1	-4.6419	5.23855	0.190048	d
FVEG_14565	NA	-6.3107	1	-6.43398	302.16	3.18279	d
FVEG_14566	NA	-4.64204	1	-5.76594	7.20556	0.110733	d
FVEG_14567	NA	-5.33274	1	-5.98474	3.84893	0.0532953	d
FVEG_14571	NA	4.07214	1	6.80994	0	1.35594	u
FVEG_14574	NA	-4.51375	1	-5.85561	0.786642	0.0109624	d
FVEG_14576	NA	-4.16848	1	-5.22118	1.06884	0.0242326	d
FVEG_14577	NA	-4.56927	1	-7.42427	0.606247	0	d
FVEG_14583	NA	-5.01509	1	-5.48757	3.51397	0.0701519	d
FVEG_14589	NA	-5.28384	1	-5.40273	157.623	3.3941	d
FVEG_14590	NA	-6.30302	1	-6.41959	105.44	1.12193	d
FVEG_14593	NA	-4.23712	1	-4.40963	13.8795	0.5945	d
FVEG_14610	NA	7.36263	1	8.6096	0.140835	57.3263	u
FVEG_14617	NA	-5.13184	1	-5.99879	4.24077	0.0564815	d
FVEG_14637	NA	4.68725	1	7.42264	0	10.8363	u
FVEG_14643	NA	-5.83669	1	-6.35187	7.32211	0.0797797	d
FVEG_14661	NA	-4.53083	1	-5.82467	4.11569	0.0594668	d
FVEG_14663	NA	-4.4995	1	-4.71529	27.0647	0.936764	d
FVEG_14794	NA	-5.01883	1	-5.17298	44.8594	1.13201	d
FVEG_14830	NA	4.05299	1	4.92601	0.738864	22.1779	u
FVEG_14869	NA	-4.17874	1	-4.28947	49.7833	2.31993	d
FVEG_14883	NA	-5.19348	1	-6.6151	1.24991	0.00977564	d
FVEG_14888	NA	-4.4133	1	-5.67266	0.913995	0.0148569	d
FVEG_14916	NA	-4.01756	1	-4.43798	5.22737	0.217614	d
FVEG_15032	NA	-5.22895	1	-5.25994	368.358	8.76538	d
FVEG_15135	NA	4.61121	1	4.94401	0.719241	20.4087	u
FVEG_15158	NA	-4.09756	1	-5.01547	2.9111	0.0770932	d
FVEG_15175	NA	-4.71733	1	-5.07791	7.72566	0.206654	d
FVEG_15198	NA	4.07243	1	4.69381	0.513356	12.6379	u
FVEG_15202	NA	-5.16777	1	-5.86408	8.57082	0.128337	d
FVEG_15208	NA	-7.23342	1	-8.06037	11.0368	0.0350575	d
FVEG_15209	NA	-4.54984	1	-4.92759	10.7678	0.319476	d
FVEG_15210	NA	-6.19421	1	-6.47088	15.2881	0.156137	d
FVEG_15227	NA	-6.11047	1	-6.59464	11.1013	0.102486	d
FVEG_15229	NA	-4.80486	1	-5.41672	14.0671	0.291157	d
FVEG_15249	NA	-6.32983	1	-6.61742	64.6448	0.596065	d
FVEG_15255	NA	-6.37249	1	-7.64667	3.76322	0.0150326	d
FVEG_15256	NA	4.29632	1	5.59822	0.0904095	4.65667	u
FVEG_15260	NA	-6.30185	1	-7.06988	2.38078	0.0151855	d
FVEG_15272	NA	-4.54228	1	-5.29182	2.7118	0.0602221	d
FVEG_15276	NA	-4.49495	1	-6.22118	0.420728	0.00350991	d
FVEG_15291	NA	-4.9791	1	-5.11342	45.6979	1.20227	d
FVEG_15309	NA	-4.94833	1	-5.70181	4.50169	0.0749006	d
FVEG_15327	NA	-4.43881	1	-5.83931	1.15987	0.0160421	d
FVEG_15361	NA	-4.29967	1	-5.44401	3.05143	0.0587456	d
FVEG_15443	NA	-4.5329	1	-5.06918	7.96925	0.211867	d
FVEG_15473	NA	-5.11562	1	-5.88487	2.91773	0.0425968	d
FVEG_15531	NA	-4.09115	1	-4.28317	7.21286	0.33715	d
FVEG_15684	NA	4.434	1	5.04336	1.2244	38.3428	u
FVEG_15687	NA	-5.57121	1	-5.92283	44.291	0.658959	d
FVEG_15688	NA	-4.33027	1	-4.43051	47.1395	1.99231	d
FVEG_15709	NA	-4.29159	1	-4.59489	7.209	0.270495	d
FVEG_15714	NA	-5.70286	1	-6.45732	27.6042	0.270547	d
FVEG_15753	NA	-4.70677	1	-5.10892	8.37319	0.218671	d
FVEG_15755	NA	-5.06857	1	-5.31592	6.82225	0.15548	d
FVEG_15769	NA	-5.34089	1	-5.63227	105.106	1.91958	d
FVEG_15797	NA	-4.84626	1	-5.0987	6.02457	0.159614	d
FVEG_15821	NA	6.64729	1	7.31908	0.142597	21.8551	u
FVEG_15822	NA	7.73821	1	8.32463	0.172158	52.2638	u
FVEG_15870	NA	-4.66776	1	-5.29362	2.55084	0.0574568	d
FVEG_15875	NA	-4.70411	1	-6.31062	5.49412	0.0481262	d
FVEG_15881	NA	-4.8295	1	-7.66528	0.482077	0	d
FVEG_15885	NA	-4.26522	1	-5.90344	1.34292	0.0156846	d
FVEG_15890	NA	-5.1119	1	-5.36977	26.2935	0.577016	d
FVEG_15903	NA	-6.1565	1	-6.28343	85.6923	1.00186	d
FVEG_15934	NA	-5.92297	1	-6.1766	77.1691	0.967658	d
FVEG_15947	NA	-4.57724	1	-4.68053	50.6947	1.8015	d
FVEG_15954	NA	4.38798	1	4.47285	24.9171	504.858	u
FVEG_15984	NA	-4.51696	1	-5.33408	5.6678	0.121092	d
FVEG_16014	NA	4.58752	1	4.7865	9.41385	237.784	u
FVEG_16044	NA	-5.97406	1	-6.3553	31.4642	0.345998	d
FVEG_16049	NA	5.02908	1	6.45806	0.10167	10.1839	u
FVEG_16058	NA	4.17091	1	5.78503	0.0317673	2.39311	u
FVEG_16082	NA	-4.28348	1	-4.41822	18.5341	0.789674	d
FVEG_16085	NA	-5.6845	1	-6.38438	5.00121	0.0520226	d
FVEG_16086	NA	-4.50632	1	-5.96484	3.5462	0.0437511	d
FVEG_16166	NA	-4.30106	1	-6.04285	2.23955	0.0212082	d
FVEG_16170	NA	-4.77148	1	-6.28677	0.920791	0.00871973	d
FVEG_16194	NA	-5.14885	1	-7.96484	1.45321	0	d
FVEG_16297	NA	-6.47645	1	-6.84013	51.0997	0.401834	d
FVEG_16298	NA	-4.61386	1	-5.94974	1.08814	0.0141961	d
FVEG_16299	NA	-5.86874	1	-6.1637	185.071	2.33695	d
FVEG_16315	NA	-5.98626	1	-6.65177	5.08967	0.0441629	d
FVEG_16316	NA	-6.12399	1	-7.45517	2.30874	0.0103269	d
FVEG_16317	NA	4.56535	1	4.88681	0.947159	25.8113	u
FVEG_16320	NA	-5.73113	1	-6.22508	6.51898	0.0777423	d
FVEG_16322	NA	-5.82546	1	-6.18601	14.8672	0.184142	d
FVEG_16338	NA	-4.52515	1	-5.41802	5.35676	0.107017	d
FVEG_16379	NA	4.62262	1	7.35821	0	2.57812	u
FVEG_16386	NA	4.02218	1	5.63693	0.100596	6.83799	u
FVEG_16399	NA	6.58094	1	8.19029	0.0400132	15.9828	u
FVEG_16401	NA	-5.48445	1	-5.7535	90.4881	1.52079	d
FVEG_16402	NA	-6.29882	1	-6.48588	92.3689	0.937006	d
FVEG_16462	NA	-5.73594	1	-6.54445	2.94485	0.0269507	d
FVEG_16467	NA	-6.22431	1	-6.34372	168.09	1.88505	d
FVEG_16474	NA	-4.20833	1	-4.38661	30.5162	1.328	d
FVEG_16484	NA	4.35012	1	4.47996	4.33507	88.3476	u
FVEG_16493	NA	-5.83922	1	-6.68627	12.8006	0.105628	d
FVEG_16565	NA	-4.52092	1	-4.85459	17.7169	0.554259	d
FVEG_16582	NA	-4.24891	1	-4.70181	5.75623	0.198991	d
FVEG_16584	NA	-4.43881	1	-5.83931	2.98799	0.0413267	d
FVEG_16587	NA	-5.56498	1	-6.16872	11.7818	0.144379	d
FVEG_16635	NA	-4.94451	1	-6.45027	4.14556	0.0350009	d
FVEG_16664	NA	-5.25512	1	-6.02034	3.84448	0.0510727	d
FVEG_16673	NA	5.1573	1	5.43231	10.7929	428.077	u
FVEG_16675	NA	-4.77776	1	-5.10955	4.73099	0.12398	d
FVEG_16682	NA	-4.76866	1	-5.44878	3.58987	0.0720633	d
FVEG_16690	NA	-4.13195	1	-5.18724	3.9001	0.0905533	d
FVEG_16693	NA	-5.85687	1	-6.21916	21.7384	0.26309	d
FVEG_16695	NA	-4.96013	1	-5.18385	3.85406	0.0963439	d
FVEG_16701	NA	-6.03064	1	-6.19629	163.143	2.02427	d
FVEG_16706	NA	-6.31565	1	-6.52336	236.057	2.33152	d
FVEG_16715	NA	-4.94069	1	-5.04845	119.514	3.29063	d
FVEG_16719	NA	-6.31652	1	-6.9406	2.89728	0.0206823	d
FVEG_16720	NA	-6.31037	1	-6.56971	26.2853	0.250872	d
FVEG_16724	NA	-4.45003	1	-5.05504	5.23064	0.139548	d
FVEG_16816	NA	-5.54207	1	-5.98913	6.22472	0.0878383	d
