#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	7600 RPKM	FV013 RPKM	up or down
FVEG_07877	NA	-5.31005	1	-5.57226	23.401	0.446132	d
FVEG_07951	NA	-5.80884	1	-6.01099	35.5726	0.501345	d
FVEG_08087	NA	-6.65264	1	-6.78381	95.3975	0.788331	d
FVEG_08305	NA	-6.19154	1	-7.96484	2.35598	0.00434473	d
FVEG_08311	NA	-5.76186	1	-6.10098	52.8367	0.695156	d
FVEG_08312	NA	-6.62399	1	-6.77939	252.286	2.08995	d
FVEG_08351	NA	-5.07366	1	-5.25856	33.9326	0.806331	d
FVEG_08352	NA	-5.29254	1	-5.4549	50.2477	1.04261	d
FVEG_08363	NA	-4.8295	1	-6.66528	0.496178	0.00228753	d
FVEG_08372	NA	-6.44925	1	-6.83931	52.5968	0.413044	d
FVEG_08374	NA	-4.62091	1	-4.83551	26.7485	0.851739	d
FVEG_08376	NA	-6.43846	1	-7.40594	6.54902	0.0323607	d
FVEG_08379	NA	-6.12297	1	-6.67534	12.0133	0.104093	d
FVEG_08393	NA	-6.00348	1	-6.29107	47.3416	0.547436	d
FVEG_08394	NA	-5.89633	1	-6.08927	57.3802	0.766192	d
FVEG_08396	NA	-4.48493	1	-5.37988	1.70495	0.0349821	d
FVEG_08402	NA	-4.52656	1	-4.91347	6.21305	0.186064	d
FVEG_08403	NA	-5.28262	1	-5.529	26.1009	0.513096	d
FVEG_08408	NA	-6.59972	1	-6.67891	517.412	4.60245	d
FVEG_08422	NA	-5.68264	1	-5.9056	22.693	0.34383	d
FVEG_08438	NA	-4.19623	1	-4.25309	178.13	8.517	d
FVEG_08439	NA	-4.63735	1	-4.73504	115.376	3.94826	d
FVEG_08440	NA	4.10577	1	4.37775	3.28204	62.6572	u
FVEG_08444	NA	5.13862	1	7.87278	0	3.49042	u
FVEG_08453	NA	-5.41094	1	-6.10131	2.20502	0.0279929	d
FVEG_08461	NA	-5.48787	1	-7.28677	0.763403	0.00226681	d
FVEG_08485	NA	4.05968	1	6.79754	0	2.0373	u
FVEG_08505	NA	-5.65759	1	-6.12807	32.8548	0.420073	d
FVEG_08506	NA	5.39761	1	5.62049	1.86668	84.136	u
FVEG_08507	NA	4.14332	1	4.4508	2.29804	46.2465	u
FVEG_08514	NA	-4.23927	1	-4.3696	44.429	1.958	d
FVEG_08516	NA	-5.46942	1	-5.53832	126.642	2.48403	d
FVEG_08517	NA	-4.11268	1	-4.17568	192.277	9.69989	d
FVEG_08518	NA	-4.90075	1	-5.33718	6.01665	0.133742	d
FVEG_08532	NA	4.61101	1	4.81216	3.07274	79.0136	u
FVEG_08536	NA	-5.33365	1	-5.45589	84.5437	1.75451	d
FVEG_08539	NA	4.96449	1	5.56241	0.498767	22.3483	u
FVEG_08556	NA	7.16238	1	7.86712	0.463435	104.463	u
FVEG_08591	NA	6.31518	1	7.74243	0.0728811	17.7861	u
FVEG_08593	NA	5.27672	1	6.48086	0.178932	16.3907	u
FVEG_08598	NA	4.00788	1	5.21507	0.153187	5.83372	u
FVEG_08599	NA	4.78892	1	7.524	0	5.13938	u
FVEG_08600	NA	5.44964	1	7.0603	0.0471442	8.60204	u
FVEG_08601	NA	6.69774	1	8.0551	0.0747108	21.7404	u
FVEG_08624	NA	4.48031	1	5.12575	0.295837	9.86464	u
FVEG_08627	NA	4.07205	1	4.79944	0.28931	7.80229	u
FVEG_08632	NA	4.11008	1	4.92846	0.423975	12.6728	u
FVEG_08637	NA	-4.94396	1	-7.7722	1.81886	0	d
FVEG_08638	NA	-6.17472	1	-6.20423	3539.06	43.7651	d
FVEG_08642	NA	4.96788	1	6.01166	0.0799815	5.17467	u
FVEG_08649	NA	6.64935	1	7.69134	0.124648	25.8402	u
FVEG_08650	NA	6.22449	1	6.72644	0.364004	36.0958	u
FVEG_08678	NA	-5.06871	1	-5.75334	3.0765	0.0498613	d
FVEG_08679	NA	-4.70434	1	-4.88848	36.71	1.12766	d
FVEG_08684	NA	6.30353	1	6.93448	0.47234	55.0739	u
FVEG_08690	NA	4.30577	1	4.41719	7.94628	154.984	u
FVEG_08708	NA	-4.88917	1	-4.98654	123.381	3.54661	d
FVEG_08709	NA	-5.25065	1	-5.39154	101.36	2.19868	d
FVEG_08710	NA	-5.17858	1	-5.28571	26.4798	0.618502	d
FVEG_08711	NA	-5.70384	1	-5.85403	34.301	0.539809	d
FVEG_08712	NA	-5.50604	1	-5.57449	297.424	5.68942	d
FVEG_08732	NA	-4.79406	1	-4.83909	904.363	28.8075	d
FVEG_08746	NA	7.16531	1	8.67506	0.166101	82.5361	u
FVEG_08766	NA	4.31549	1	4.39669	22.3033	428.636	u
FVEG_08778	NA	-5.1777	1	-5.38502	34.9648	0.760583	d
FVEG_08792	NA	4.98842	1	5.62036	0.321114	15.0563	u
FVEG_08803	NA	4.88348	1	5.49221	0.424999	18.1674	u
FVEG_08811	NA	4.87459	1	5.38365	1.5125	59.1709	u
FVEG_08812	NA	-5.1427	1	-5.35105	35.0522	0.780642	d
FVEG_08817	NA	-5.92272	1	-5.98469	383.345	5.51849	d
FVEG_08821	NA	-5.52244	1	-5.55433	1657.75	32.166	d
FVEG_08826	NA	-4.60912	1	-5.01342	3.45524	0.0964241	d
FVEG_08829	NA	6.5859	1	7.11403	0.459449	59.7932	u
FVEG_08830	NA	-4.24888	1	-4.60227	3.60917	0.134446	d
FVEG_08832	NA	8.56063	1	9.01075	0.671381	322.51	u
FVEG_08834	NA	6.38687	1	6.92995	0.718873	82.5033	u
FVEG_08835	NA	7.94271	1	8.66676	0.333171	131.18	u
FVEG_08851	NA	-4.90133	1	-4.98856	80.9091	2.32276	d
FVEG_08856	NA	-4.53885	1	-5.10858	5.76882	0.148754	d
FVEG_08860	NA	4.52262	1	6.25856	0.012357	1.72322	u
FVEG_08865	NA	-5.23368	1	-5.30121	850.511	19.663	d
FVEG_08866	NA	-5.58764	1	-5.80089	37.219	0.60661	d
FVEG_08886	NA	-5.52939	1	-5.96913	8.34514	0.11948	d
FVEG_08891	NA	4.265	1	4.37529	9.47412	179.489	u
FVEG_08892	NA	-4.49453	1	-4.68624	20.4457	0.722523	d
FVEG_08895	NA	-4.39471	1	-4.45398	202.131	8.4081	d
FVEG_08915	NA	4.51735	1	4.61557	10.9587	245.182	u
FVEG_08941	NA	4.53844	1	4.68178	8.35211	195.838	u
FVEG_09009	NA	5.77842	1	7.20621	0.0488088	8.21314	u
FVEG_09022	NA	-4.16127	1	-4.32402	9.75731	0.44359	d
FVEG_09035	NA	-5.8366	1	-6.53369	8.74322	0.0819805	d
FVEG_09102	NA	-4.20058	1	-4.27003	124.126	5.86513	d
FVEG_09122	NA	-5.702	1	-5.88191	339.594	5.23792	d
FVEG_09321	NA	4.53888	1	7.27476	0	1.81601	u
FVEG_09322	NA	-6.73406	1	-7.45313	16.7269	0.0823424	d
FVEG_09329	NA	-5.82092	1	-6.11517	9.00839	0.117652	d
FVEG_09330	NA	4.2251	1	6.96219	0	1.6963	u
FVEG_09331	NA	5.73492	1	7.46796	0.00900675	2.90651	u
FVEG_09373	NA	-4.28361	1	-4.37093	36.7888	1.62063	d
FVEG_09377	NA	-4.83692	1	-5.20889	8.88008	0.216717	d
FVEG_09381	NA	-4.85113	1	-5.36694	4.13112	0.0893772	d
FVEG_09385	NA	4.61573	1	4.96918	1.25672	36.3413	u
FVEG_09394	NA	-5.11293	1	-5.48026	16.773	0.339057	d
FVEG_09396	NA	-5.38346	1	-8.18724	1.8886	0	d
FVEG_09401	NA	5.97598	1	7.5859	0.0416464	10.9405	u
FVEG_09404	NA	4.74675	1	5.79096	0.109545	6.08177	u
FVEG_09420	NA	-5.48787	1	-7.28677	0.824655	0.00244869	d
FVEG_09421	NA	-4.95965	1	-5.6942	2.5383	0.0425767	d
FVEG_09430	NA	-4.42132	1	-4.77566	6.29495	0.20784	d
FVEG_09435	NA	-4.41774	1	-4.84937	11.2956	0.352784	d
FVEG_09437	NA	-5.32767	1	-5.97979	10.1533	0.141076	d
FVEG_09439	NA	-4.74784	1	-6.58933	0.511182	0.00248764	d
FVEG_09446	NA	-4.66832	1	-5.79081	1.99162	0.0300789	d
FVEG_09456	NA	-6.03894	1	-6.31567	141.444	1.60879	d
FVEG_09658	NA	-5.71644	1	-5.78534	665.445	10.9983	d
FVEG_09669	NA	4.40055	1	5.76138	0.0616783	3.65876	u
FVEG_09672	NA	-4.1286	1	-6.02374	1.2244	0.00893772	d
FVEG_09673	NA	-5.21992	1	-6.64041	3.66769	0.028182	d
FVEG_09685	NA	-5.56004	1	-5.91178	12.0325	0.180395	d
FVEG_09789	NA	-4.30205	1	-4.97443	1.27542	0.0357509	d
FVEG_09802	NA	-4.09242	1	-4.23546	21.9134	1.05969	d
FVEG_09812	NA	-4.01424	1	-4.2665	9.78888	0.462211	d
FVEG_09815	NA	5.26801	1	5.48325	4.17148	170.9	u
FVEG_09835	NA	-4.19158	1	-7.08032	0.381536	0	d
FVEG_09857	NA	-6.46769	1	-8.1078	0.732311	0.00162399	d
FVEG_09858	NA	-4.71595	1	-5.20431	8.90168	0.216214	d
FVEG_09859	NA	-4.58471	1	-5.16838	3.57906	0.0883907	d
FVEG_09893	NA	-5.67227	1	-5.96669	48.1954	0.697761	d
FVEG_09912	NA	-4.90566	1	-5.05168	14.9228	0.409687	d
FVEG_09913	NA	-4.91231	1	-5.05293	19.8328	0.544073	d
FVEG_09916	NA	-4.74784	1	-5.31129	2.53993	0.0568764	d
FVEG_09917	NA	-5.45168	1	-5.5181	417.285	8.30063	d
FVEG_09919	NA	-6.41087	1	-6.4833	741.267	7.55181	d
FVEG_09920	NA	-6.13321	1	-6.1852	1197.66	15.0051	d
FVEG_09921	NA	-5.72152	1	-6.31306	6.63218	0.0736048	d
FVEG_09926	NA	-6.53828	1	-7.13872	12.8106	0.0799344	d
FVEG_09933	NA	-4.73107	1	-5.29499	7.71961	0.174837	d
FVEG_09938	NA	-6.24315	1	-6.80195	14.0589	0.111465	d
FVEG_09939	NA	-5.98823	1	-6.04974	528.99	7.27941	d
FVEG_09940	NA	-5.4859	1	-5.67741	32.0041	0.568657	d
FVEG_09941	NA	-5.60526	1	-5.77252	21.0704	0.350725	d
FVEG_09946	NA	-4.59944	1	-6.21277	1.0016	0.00940028	d
FVEG_09965	NA	-5.29865	1	-5.55807	16.9138	0.325685	d
FVEG_09972	NA	4.47407	1	4.9836	0.75848	22.4862	u
FVEG_09996	NA	-4.1597	1	-4.55371	11.5089	0.442593	d
FVEG_10004	NA	-6.46789	1	-6.64975	167.284	1.51494	d
FVEG_10005	NA	-5.90209	1	-6.5003	3.86977	0.037664	d
FVEG_10012	NA	-4.5839	1	-5.11865	3.5248	0.090538	d
FVEG_10013	NA	-5.02974	1	-5.25015	18.9667	0.452862	d
FVEG_10018	NA	-5.08075	1	-5.55633	4.33643	0.0825021	d
FVEG_10032	NA	-4.69337	1	-5.00688	9.89837	0.278818	d
FVEG_10033	NA	-5.70879	1	-6.79081	3.04235	0.0228753	d
FVEG_10038	NA	-4.67864	1	-6.28677	0.724053	0.0064499	d
FVEG_10043	NA	-4.38344	1	-4.70906	8.39367	0.290652	d
FVEG_10049	NA	-4.56317	1	-4.63025	202.666	7.46023	d
FVEG_10051	NA	-6.50809	1	-6.59623	2018.52	19.0118	d
FVEG_10053	NA	-6.13602	1	-6.51583	26.9132	0.264764	d
FVEG_10059	NA	-5.20263	1	-5.48582	23.7323	0.479989	d
FVEG_10070	NA	-6.33164	1	-6.75227	16.5167	0.137451	d
FVEG_10071	NA	-4.75132	1	-5.16049	18.6322	0.469231	d
FVEG_10076	NA	-5.67778	1	-5.76266	149.111	2.50306	d
FVEG_10082	NA	-5.69842	1	-8.4884	0.906119	0	d
FVEG_10083	NA	-4.66975	1	-4.94295	10.1295	0.298786	d
FVEG_10093	NA	-5.96511	1	-6.17932	20.9893	0.26311	d
FVEG_10100	NA	-4.55646	1	-4.64954	133.47	4.84662	d
FVEG_10104	NA	-6.69737	1	-7.21619	11.0754	0.066147	d
FVEG_10105	NA	4.4633	1	7.19944	0	2.07822	u
FVEG_10110	NA	4.22886	1	4.45816	2.63555	53.0871	u
FVEG_10113	NA	-5.76521	1	-6.20188	76.3459	0.930006	d
FVEG_10119	NA	-5.42592	1	-5.55558	86.3587	1.67225	d
FVEG_10137	NA	4.62431	1	7.3599	0	3.21543	u
FVEG_10170	NA	4.7661	1	7.50123	0	3.16007	u
FVEG_10174	NA	-6.36873	1	-6.5611	88.3025	0.850086	d
FVEG_10175	NA	-5.53778	1	-5.77837	39.8309	0.658743	d
FVEG_10187	NA	6.17379	1	6.6951	0.842219	81.9119	u
FVEG_10189	NA	4.51572	1	4.58976	19.9205	437.62	u
FVEG_10190	NA	5.95692	1	6.16755	2.94902	194.11	u
FVEG_10201	NA	-5.64915	1	-5.84724	34.9386	0.551707	d
FVEG_10210	NA	-4.78015	1	-4.9415	10.636	0.315085	d
FVEG_10211	NA	-4.88297	1	-5.04394	73.1615	2.01873	d
FVEG_10212	NA	-4.31032	1	-4.401	115.808	4.99619	d
FVEG_10257	NA	5.97315	1	6.61704	0.705279	66.1277	u
FVEG_10346	NA	-5.73401	1	-6.1332	7.83833	0.100442	d
FVEG_10350	NA	6.31722	1	6.69237	1.52428	145.797	u
FVEG_10357	NA	4.79481	1	5.01447	1.68937	50.0191	u
FVEG_10365	NA	-4.34235	1	-4.51378	7.89959	0.314785	d
FVEG_10383	NA	-5.09254	1	-5.2655	35.4853	0.839433	d
FVEG_10429	NA	-4.09812	1	-4.31196	8.19143	0.375133	d
FVEG_10435	NA	-4.74132	1	-4.8349	31.1843	0.995809	d
FVEG_10441	NA	5.31522	1	5.41236	15.9094	618.355	u
FVEG_10525	NA	-5.82005	1	-5.91565	236.699	3.573	d
FVEG_10526	NA	-6.91299	1	-7.55502	8.31438	0.038609	d
FVEG_10541	NA	6.36026	1	6.99119	0.641354	77.7786	u
FVEG_10542	NA	6.42191	1	6.82787	1.59621	168.15	u
FVEG_10557	NA	-4.7033	1	-4.86748	16.5153	0.514999	d
FVEG_10558	NA	-5.32141	1	-5.68177	12.4664	0.219165	d
FVEG_10564	NA	4.6042	1	4.91261	1.26879	35.1702	u
FVEG_10579	NA	-4.41691	1	-5.71775	5.06151	0.0788209	d
FVEG_10585	NA	4.0525	1	5.48431	0.0933641	4.75978	u
FVEG_10587	NA	6.00742	1	7.6173	0.0277373	7.44695	u
FVEG_10589	NA	-4.28003	1	-5.02374	3.38466	0.0908574	d
FVEG_10595	NA	4.88391	1	7.61871	0	2.14926	u
FVEG_10598	NA	-6.19194	1	-6.56891	17.4039	0.165053	d
FVEG_10599	NA	-7.11453	1	-8.74329	4.40355	0.00627209	d
FVEG_10602	NA	-5.24106	1	-6.00666	2.75924	0.0370065	d
FVEG_10625	NA	-4.61602	1	-7.46734	0.705681	0	d
FVEG_10626	NA	7.5859	1	8.07578	0.656961	165.771	u
FVEG_10633	NA	-4.91072	1	-5.59993	7.24895	0.130731	d
FVEG_10634	NA	-5.11071	1	-5.4702	7.18029	0.146232	d
FVEG_10641	NA	-5.07035	1	-5.35605	23.3303	0.516288	d
FVEG_10657	NA	6.50051	1	6.7626	2.11869	211.165	u
FVEG_10668	NA	7.6939	1	8.22178	0.790931	221.834	u
FVEG_10682	NA	-5.41606	1	-6.66939	3.15104	0.0252359	d
FVEG_10693	NA	5.18447	1	5.53958	1.08998	46.8131	u
FVEG_10708	NA	-5.64715	1	-6.18437	8.55718	0.104522	d
FVEG_10714	NA	-6.02216	1	-6.29114	31.5681	0.365355	d
FVEG_10718	NA	4.71124	1	4.90177	3.60191	98.5174	u
FVEG_10719	NA	4.06416	1	4.62574	0.233515	5.4368	u
FVEG_10725	NA	-4.6465	1	-5.14634	4.70129	0.118793	d
FVEG_10743	NA	-4.48229	1	-4.65868	41.6705	1.50154	d
FVEG_10781	NA	-5.7413	1	-6.21066	55.9895	0.67598	d
FVEG_10782	NA	-4.2209	1	-4.30828	41.7762	1.92204	d
FVEG_10796	NA	-5.28778	1	-5.72402	33.0685	0.561599	d
FVEG_10797	NA	-5.64936	1	-5.85497	39.4831	0.619984	d
FVEG_10799	NA	4.60228	1	4.91344	1.44777	40.1618	u
FVEG_10825	NA	6.45976	1	6.92877	0.939208	106.765	u
FVEG_10835	NA	-5.31808	1	-5.53798	25.6796	0.502159	d
FVEG_10867	NA	-5.72921	1	-5.80932	189.555	3.08088	d
FVEG_10871	NA	4.89462	1	5.36956	0.990029	38.2074	u
FVEG_10872	NA	5.80557	1	6.34132	1.48412	113.152	u
FVEG_10879	NA	-4.40304	1	-4.68389	8.3554	0.294958	d
FVEG_10881	NA	-4.78828	1	-5.56854	3.39482	0.0617917	d
FVEG_10884	NA	-6.05388	1	-6.16409	315.101	4.00299	d
FVEG_10934	NA	-5.18824	1	-5.80987	5.47958	0.086067	d
FVEG_10936	NA	7.0906	1	7.37522	1.68108	256.512	u
FVEG_10939	NA	5.98825	1	6.50965	0.443949	37.9685	u
FVEG_10941	NA	5.45866	1	5.90956	1.28946	72.1786	u
FVEG_10950	NA	4.54031	1	4.7819	1.59015	40.111	u
FVEG_10958	NA	7.28406	1	7.84312	0.376597	81.5699	u
FVEG_10960	NA	5.76769	1	6.93187	0.156783	19.3918	u
FVEG_10965	NA	-5.3679	1	-6.15467	2.1992	0.0265102	d
FVEG_10966	NA	-6.93833	1	-8.56971	4.00265	0.00643332	d
FVEG_10970	NA	-5.5387	1	-6.11568	3.60177	0.0459467	d
FVEG_10974	NA	-5.37307	1	-5.95316	3.01075	0.0429994	d
FVEG_10977	NA	-4.1193	1	-4.32591	13.9084	0.630915	d
FVEG_10980	NA	-6.45855	1	-6.78439	32.863	0.269286	d
FVEG_10981	NA	-6.33583	1	-6.63209	9.42471	0.0859819	d
FVEG_10984	NA	-5.05003	1	-6.87173	0.42183	0.00167957	d
FVEG_10998	NA	-4.53172	1	-5.2817	2.07216	0.0463438	d
FVEG_10999	NA	-4.4295	1	-4.68421	21.2746	0.751532	d
FVEG_11000	NA	-4.93162	1	-5.15303	30.6511	0.782837	d
FVEG_11003	NA	-4.19262	1	-4.33718	24.9755	1.12547	d
FVEG_11004	NA	-4.72639	1	-5.25115	3.88991	0.091168	d
FVEG_11005	NA	-4.20707	1	-4.32637	49.9079	2.26674	d
FVEG_11006	NA	-5.05828	1	-5.38149	11.851	0.257208	d
FVEG_11011	NA	-4.21021	1	-4.38826	23.3935	1.01686	d
FVEG_11020	NA	-5.22887	1	-5.61663	9.03674	0.165941	d
FVEG_11035	NA	-4.69196	1	-4.93975	12.9232	0.382389	d
FVEG_11038	NA	4.28112	1	4.60439	1.75988	39.436	u
FVEG_11046	NA	-4.13328	1	-4.42919	3.38151	0.142407	d
FVEG_11050	NA	-6.4982	1	-6.75891	44.9619	0.376325	d
FVEG_11051	NA	-5.56349	1	-5.64547	214.578	3.90702	d
FVEG_11054	NA	-6.76182	1	-7.40514	27.2575	0.14045	d
FVEG_11064	NA	-4.94695	1	-5.05536	72.9915	2.00007	d
FVEG_11073	NA	6.45038	1	7.12226	0.565436	75.6087	u
FVEG_11078	NA	5.30305	1	5.83186	0.662072	35.426	u
FVEG_11079	NA	5.37821	1	5.78461	0.81825	41.8244	u
FVEG_11080	NA	4.28959	1	4.70684	0.660382	16.005	u
FVEG_11083	NA	4.81169	1	5.33397	0.40745	15.4248	u
FVEG_11084	NA	4.08851	1	4.4446	1.55013	31.1652	u
FVEG_11085	NA	5.31767	1	5.72731	0.747755	36.7434	u
FVEG_11086	NA	5.02511	1	5.59404	0.0474162	2.16277	u
FVEG_11090	NA	-4.503	1	-6.03523	3.57118	0.0403639	d
FVEG_11137	NA	-5.57941	1	-5.96984	19.0316	0.273357	d
FVEG_11145	NA	-6.55844	1	-8.32239	1.59591	0.00229172	d
FVEG_11151	NA	4.32999	1	4.63334	4.77591	109.05	u
FVEG_11201	NA	4.0272	1	4.47531	1.55362	32.1628	u
FVEG_11203	NA	5.41192	1	6.92333	0.0667509	9.84653	u
FVEG_11209	NA	-5.257	1	-5.50363	31.3521	0.627266	d
FVEG_11221	NA	-5.21503	1	-5.42723	23.8827	0.504447	d
FVEG_11228	NA	5.29482	1	5.80994	0.0965182	5.07808	u
FVEG_11229	NA	-5.68487	1	-5.77126	199.406	3.32736	d
FVEG_11231	NA	4.72628	1	5.89205	0.129079	7.76398	u
FVEG_11284	NA	4.99796	1	5.68678	0.23926	11.86	u
FVEG_11328	NA	-4.616	1	-4.67917	165.498	5.88911	d
FVEG_11330	NA	-4.96759	1	-5.0759	72.6053	1.96137	d
FVEG_11455	NA	-5.23798	1	-5.26084	2920.45	69.4533	d
FVEG_11456	NA	-4.36006	1	-4.40695	97.8882	4.2071	d
FVEG_11568	NA	-6.34798	1	-6.41356	437.331	4.67644	d
FVEG_11614	NA	-6.25058	1	-6.35823	214.515	2.38211	d
FVEG_11625	NA	-5.24343	1	-5.45694	11.463	0.237171	d
FVEG_11648	NA	-6.21186	1	-6.36308	85.5143	0.945538	d
FVEG_11649	NA	-5.42145	1	-5.52339	148.929	2.95035	d
FVEG_11661	NA	-4.02763	1	-4.13887	41.9854	2.17189	d
FVEG_11670	NA	-4.3478	1	-4.44338	40.631	1.70206	d
FVEG_11689	NA	-6.26672	1	-6.99132	5.33852	0.0362176	d
FVEG_11695	NA	-4.4531	1	-4.63404	17.0276	0.624081	d
FVEG_11714	NA	4.36429	1	4.75377	0.798142	19.9352	u
FVEG_11716	NA	-6.69716	1	-7.92076	4.46932	0.0149854	d
FVEG_11724	NA	-5.50185	1	-5.84201	21.7529	0.342556	d
FVEG_11728	NA	-5.00303	1	-5.201	31.4995	0.778723	d
FVEG_11744	NA	4.25248	1	4.53003	3.93858	83.5887	u
FVEG_11752	NA	-4.49061	1	-5.52284	1.49989	0.0275282	d
FVEG_11776	NA	-6.53951	1	-6.74634	74.5083	0.63051	d
FVEG_11781	NA	-4.02799	1	-5.52284	0.206564	0.00347965	d
FVEG_11783	NA	-5.58352	1	-6.05057	14.6693	0.198005	d
FVEG_11784	NA	-7.03374	1	-7.86254	9.17254	0.0334246	d
FVEG_11785	NA	-5.85919	1	-6.41497	4.91948	0.0510727	d
FVEG_11787	NA	6.29223	1	7.64987	0.0991993	21.7966	u
FVEG_11788	NA	-5.97684	1	-6.16039	49.6222	0.630898	d
FVEG_11790	NA	-5.91394	1	-6.54338	6.0812	0.0572014	d
FVEG_11791	NA	-6.3358	1	-6.72668	33.6266	0.285527	d
FVEG_11796	NA	-6.49187	1	-6.96751	16.5684	0.118147	d
FVEG_11801	NA	-5.99656	1	-6.66192	6.13639	0.052871	d
FVEG_11807	NA	-4.41263	1	-4.66224	13.2405	0.474995	d
FVEG_11834	NA	4.1424	1	5.87986	0.0285694	3.06314	u
FVEG_11835	NA	6.80412	1	9.536	0	10.7655	u
FVEG_11837	NA	4.32812	1	5.14592	0.45515	15.8189	u
FVEG_11838	NA	4.46123	1	4.82788	0.997861	26.1895	u
FVEG_11839	NA	5.43341	1	5.71122	2.94097	141.55	u
FVEG_11850	NA	-5.25337	1	-5.61466	13.7577	0.253399	d
FVEG_11864	NA	-4.19937	1	-5.61692	1.10099	0.0178048	d
FVEG_11869	NA	-4.05285	1	-4.74911	3.36594	0.110266	d
FVEG_11885	NA	4.66625	1	4.99562	2.07359	60.9677	u
FVEG_11893	NA	-5.3898	1	-5.43883	584.865	12.2931	d
FVEG_11894	NA	-4.71634	1	-4.75542	163.881	5.53211	d
FVEG_11896	NA	4.323	1	4.45807	13.0311	261.605	u
FVEG_11897	NA	5.5301	1	6.77841	0.106375	12.1667	u
FVEG_11899	NA	4.37751	1	7.11397	0	1.97571	u
FVEG_11900	NA	4.69603	1	5.24034	0.896408	31.8899	u
FVEG_11901	NA	5.23066	1	6.10114	0.141666	9.60488	u
FVEG_11923	NA	7.77785	1	8.17439	1.58152	423.335	u
FVEG_11924	NA	4.30445	1	5.81856	0.0426834	2.9263	u
FVEG_11940	NA	-4.13576	1	-4.35325	12.3159	0.548034	d
FVEG_11942	NA	-4.88681	1	-4.95935	238.293	6.98198	d
FVEG_11953	NA	-4.10467	1	-4.24165	52.0152	2.5048	d
FVEG_11957	NA	4.37201	1	4.56934	5.30815	115.334	u
FVEG_11959	NA	4.35172	1	5.6024	0.158217	8.00662	u
FVEG_11962	NA	8.11266	1	8.4285	3.00574	953.648	u
FVEG_11963	NA	5.06007	1	5.55676	0.687112	30.2652	u
FVEG_11966	NA	-4.77861	1	-4.82047	186.686	6.02404	d
FVEG_11967	NA	-4.62994	1	-4.79042	59.1183	1.94486	d
FVEG_11969	NA	-5.18917	1	-5.4435	34.7792	0.725265	d
FVEG_11978	NA	-4.91506	1	-5.02776	72.8033	2.03333	d
FVEG_11990	NA	-5.47175	1	-6.88238	5.2979	0.0343759	d
FVEG_11999	NA	-6.52052	1	-6.59658	354.434	3.33804	d
FVEG_12006	NA	-4.17837	1	-4.45104	8.74645	0.363077	d
FVEG_12019	NA	-4.93478	1	-5.0794	42.0673	1.13295	d
FVEG_12047	NA	-4.9233	1	-5.11129	29.8238	0.784854	d
FVEG_12056	NA	-4.3191	1	-5.01619	2.04067	0.0553887	d
FVEG_12061	NA	5.31528	1	6.92618	0.0438181	7.28507	u
FVEG_12069	NA	4.66894	1	5.16602	0.241898	8.12664	u
FVEG_12075	NA	4.04638	1	4.51251	0.634876	13.5113	u
FVEG_12076	NA	6.66329	1	7.32048	0.388171	59.4019	u
FVEG_12079	NA	7.95576	1	8.42447	1.9438	623.13	u
FVEG_12080	NA	4.18814	1	4.48908	2.00269	41.3699	u
FVEG_12084	NA	4.36969	1	4.86139	1.16063	31.5479	u
FVEG_12085	NA	5.18645	1	5.79485	0.625607	32.9854	u
FVEG_12087	NA	4.4877	1	7.22375	0	1.96811	u
FVEG_12088	NA	5.12929	1	5.3787	3.00446	114.664	u
FVEG_12093	NA	5.16023	1	5.80477	0.612201	32.6865	u
FVEG_12094	NA	7.36451	1	7.6163	4.12838	743.186	u
FVEG_12099	NA	5.91087	1	6.35725	0.765252	58.3969	u
FVEG_12110	NA	4.18465	1	4.3514	4.86065	90.7062	u
FVEG_12113	NA	-4.19681	1	-4.74445	2.09668	0.0698806	d
FVEG_12174	NA	4.04711	1	6.78503	0	1.6765	u
FVEG_12177	NA	5.20466	1	7.93866	0	3.70163	u
FVEG_12178	NA	4.69211	1	7.42747	0	1.3843	u
FVEG_12179	NA	6.69092	1	8.30019	0.0189536	8.17013	u
FVEG_12184	NA	6.48138	1	9.21351	0	14.7715	u
FVEG_12186	NA	4.18763	1	5.80169	0.0271744	2.07092	u
FVEG_12187	NA	4.91224	1	6.524	0.0282865	3.5581	u
FVEG_12191	NA	7.70152	1	9.31026	0.0226741	19.6868	u
FVEG_12192	NA	7.31568	1	8.35737	0.0484337	15.9318	u
FVEG_12193	NA	7.11467	1	8.41268	0.0599917	21.7471	u
FVEG_12195	NA	6.77468	1	9.50658	0	9.03836	u
FVEG_12201	NA	5.92305	1	7.22189	0.12049	19.1316	u
FVEG_12202	NA	5.9454	1	7.373	0.0536683	10.138	u
FVEG_12203	NA	4.51716	1	7.25311	0	2.40064	u
FVEG_12209	NA	7.23504	1	9.96663	0	9.88683	u
FVEG_12210	NA	8.20825	1	8.68195	0.307881	118.046	u
FVEG_12211	NA	6.66456	1	8.39655	0.0218867	13.4471	u
FVEG_12212	NA	6.41691	1	7.71533	0.167399	37.4211	u
FVEG_12213	NA	5.0278	1	7.76223	0	2.75917	u
FVEG_12214	NA	7.09698	1	8.82866	0.0140046	11.6099	u
FVEG_12218	NA	4.33883	1	7.07545	0	1.9845	u
FVEG_12220	NA	6.31251	1	8.04481	0.0320764	15.4425	u
