# This file is generated by gfold V1.1.1						
# Normalization constants :						
#    7600_Gfold.read_cnt	46669976	1				
#    FV013_Gfold.read_cnt	266393578	5.20494				
# The GFOLD value could be considered as a reliable log2 fold change.						
# It is positive/negative if the gene is up/down regulated.						
# A gene with zero GFOLD value should never be considered as 						
# differentially expressed. For a comprehensive description of 						
"# GFOLD, please refer to the manual."						
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	7600 RPKM	FV013 RPKM
FVEG_02888	NA	0.3383	1	0.608944	1.58101	2.21067
FVEG_02889	NA	-2.66132	1	-2.73577	43.8509	6.00249
FVEG_02890	NA	1.23511	1	1.41677	3.68261	8.98952
FVEG_02891	NA	0.251494	1	0.33097	11.6712	13.3924
FVEG_02892	NA	0.165888	1	0.203635	46.0302	48.3406
FVEG_02893	NA	-0.964322	1	-1.07061	8.34614	3.62504
FVEG_02894	NA	-0.331165	1	-0.408246	20.5335	14.1134
FVEG_02895	NA	-0.6419	1	-0.701381	26.73	14.9921
FVEG_02896	NA	0.28459	1	0.351397	27.7978	32.3482
FVEG_02897	NA	0	1	0.161493	0.422285	0.443885
FVEG_02900	NA	1.15334	1	1.25448	10.4958	22.852
FVEG_02901	NA	-0.98523	1	-1.05945	32.0906	14.0434
FVEG_02902	NA	-1.16228	1	-1.20408	487.14	192.816
FVEG_02903	NA	-0.832526	1	-1.09448	10.6026	4.53881
FVEG_02904	NA	0.288318	1	0.323984	124.078	141.642
FVEG_02905	NA	-0.280302	1	-0.316746	150.988	110.548
FVEG_02906	NA	-0.0947702	1	-0.109738	780.204	659.338
FVEG_02907	NA	0.221672	1	0.318669	25.1754	28.6488
FVEG_02908	NA	1.39863	1	1.47417	36.3451	92.1171
FVEG_02909	NA	-0.379123	1	-0.485715	13.2383	8.6257
FVEG_02910	NA	0.329863	1	0.42192	21.4415	26.2087
FVEG_02911	NA	-0.0916794	1	-0.219857	14.0238	10.9901
FVEG_02912	NA	-0.714943	1	-1.02736	12.1711	5.46478
FVEG_02913	NA	0.250958	1	0.347818	26.107	30.3153
FVEG_02914	NA	0.00910772	1	0.0925865	9.71221	9.44733
FVEG_02915	NA	0.308899	1	0.503292	3.38709	4.38962
FVEG_02916	NA	0.38289	1	0.431858	50.0436	61.5673
FVEG_02917	NA	-2.67553	1	-2.83434	86.2008	11.017
FVEG_02918	NA	-0.479848	1	-0.539112	14.1583	8.88643
FVEG_02919	NA	0.348952	1	0.537968	3.06487	4.06811
FVEG_02920	NA	2.96084	1	3.53445	0.892794	9.76446
FVEG_02921	NA	1.10497	1	1.22808	10.5372	22.5349
FVEG_02922	NA	-0.574471	1	-0.685255	102.766	58.3097
FVEG_02923	NA	1.43001	1	1.52551	18.2764	48.0132
FVEG_02925	NA	-0.176234	1	-0.288864	81.3502	60.7614
FVEG_02926	NA	-0.243178	1	-0.326237	16.3807	11.9183
FVEG_02927	NA	0.739735	1	0.817185	15.6804	25.2042
FVEG_02928	NA	0.523135	1	0.575462	33.5113	45.5443
FVEG_02929	NA	-0.157714	1	-0.178698	107.544	86.6432
FVEG_02930	NA	-0.184482	1	-0.207717	323.782	255.662
FVEG_02931	NA	-1.0407	1	-1.07375	120.827	52.3457
FVEG_02932	NA	-1.12631	1	-1.18513	460.926	184.864
FVEG_02933	NA	1.72562	1	1.80073	9.73141	30.9299
FVEG_02934	NA	0	1	0.427474	0	0.0241405
FVEG_02935	NA	-1.56032	1	-1.73024	6.00255	1.65065
FVEG_02936	NA	0.654267	1	0.743842	14.1215	21.5765
FVEG_02937	NA	1.10658	1	1.16329	124.958	255.261
FVEG_02938	NA	0.470893	1	0.574639	9.33833	12.6914
FVEG_02943	NA	0.149755	1	0.183874	56.5844	58.6151
FVEG_02944	NA	-0.228867	1	-0.290346	56.0354	41.7905
FVEG_02945	NA	-0.0521759	1	-0.1134	49.1232	41.4164
FVEG_02946	NA	0.079047	1	0.128733	29.2739	29.1897
FVEG_02947	NA	0.610973	1	0.64703	101.342	144.722
FVEG_02948	NA	-0.37388	1	-0.404417	80.5444	55.4937
FVEG_02949	NA	-1.4905	1	-2.02624	0.382241	0.0858291
FVEG_02950	NA	1.90025	1	1.98445	9.07453	32.7632
FVEG_02951	NA	-0.78833	1	-0.798997	2392.98	1254.15
FVEG_02952	NA	-3.70418	1	-4.4633	2.73273	0.108807
FVEG_02953	NA	-0.0717819	1	-0.181137	26.6587	21.4551
FVEG_02954	NA	-0.812606	1	-0.908729	17.3354	8.42313
FVEG_02955	NA	-0.845841	1	-0.881568	100.352	49.6707
FVEG_02956	NA	-0.244264	1	-0.336666	13.9829	10.1013
FVEG_02957	NA	-1.35322	1	-1.479	21.5635	7.05682
FVEG_02958	NA	-0.459566	1	-0.525384	64.8217	41.0758
FVEG_02959	NA	0	1	0.0321818	28.0292	26.1444
FVEG_02960	NA	-0.41294	1	-0.442431	226.696	152.127
FVEG_02961	NA	0	1	0.0893893	2.4483	2.38222
FVEG_02962	NA	0.0223418	1	0.133149	20.2699	20.2863
FVEG_02963	NA	-2.18723	1	-2.20996	0.588194	0.117768
FVEG_02964	NA	0	1	0.0373987	54.1115	50.6512
FVEG_02965	NA	0.811895	1	1.40599	1.89261	4.72487
FVEG_02966	NA	0.490386	1	0.514903	152.457	198.653
FVEG_02969	NA	0.809527	1	0.887956	10.7789	18.197
FVEG_02970	NA	-0.366645	1	-0.430569	44.1493	29.8765
FVEG_02971	NA	0.406185	1	0.422355	1578.91	1929.46
FVEG_02972	NA	0.724513	1	0.744001	762.108	1163.92
FVEG_02973	NA	-1.27185	1	-1.32326	36.685	13.3694
FVEG_02974	NA	0.640977	1	0.709311	14.2114	21.195
FVEG_02975	NA	-0.222252	1	-0.293581	18.72	13.9309
FVEG_02976	NA	-0.832273	1	-0.929539	21.8106	10.4459
FVEG_02977	NA	0	1	0.0523718	33.7989	31.9712
FVEG_02978	NA	1.29495	1	1.39667	9.58223	23.0245
FVEG_02979	NA	0.101112	1	0.132011	109.205	109.128
FVEG_02980	NA	-0.383947	1	-0.58227	2.39054	1.45867
FVEG_02981	NA	1.79612	1	1.91341	9.61441	33.063
FVEG_02982	NA	0.485856	1	0.502938	541.97	700.346
FVEG_02983	NA	0.319933	1	0.407118	15.1901	18.3767
FVEG_02984	NA	-1.00345	1	-1.12396	14.1204	5.91092
FVEG_02985	NA	0.917635	1	0.963607	49.2584	87.6096
FVEG_02986	NA	1.17621	1	1.22032	110.38	234.55
FVEG_02987	NA	-0.447316	1	-0.661227	6.25662	3.61518
FVEG_02988	NA	0.396655	1	0.485654	13.1335	16.7781
FVEG_02989	NA	0.248378	1	0.376617	9.22453	10.9328
FVEG_02990	NA	0	1	-0.00145294	12.6477	11.5241
FVEG_02993	NA	-2.5874	1	-2.64284	115.411	16.8496
FVEG_02994	NA	0.392419	1	0.454216	45.2152	56.5013
FVEG_02995	NA	1.14787	1	1.2373	182.992	393.636
FVEG_02996	NA	0.0123327	1	0.155852	4.29511	4.36917
FVEG_02997	NA	0.539927	1	0.600411	65.3133	90.32
FVEG_02998	NA	-0.097605	1	-0.203003	46.7768	37.0781
FVEG_02999	NA	0.269523	1	0.321762	134.93	153.807
FVEG_03000	NA	0.370082	1	0.418861	36.2377	44.1824
FVEG_03001	NA	0.299922	1	0.338785	160.552	185.171
FVEG_03002	NA	0.121514	1	0.207862	15.4121	16.2396
FVEG_03003	NA	-0.237231	1	-0.513382	2.56136	1.64231
FVEG_03004	NA	0	1	-1.37988	0	0.00429994
FVEG_03005	NA	-3.27436	1	-3.34274	55.9053	5.0241
FVEG_03006	NA	0.805299	1	0.872659	20.5868	34.3841
FVEG_03007	NA	1.63144	1	2.01929	1.06135	3.97751
FVEG_03008	NA	0.707366	1	0.816827	13.8694	22.2976
FVEG_03009	NA	0.252525	1	0.301381	60.3741	67.8536
FVEG_03010	NA	-0.544795	1	-0.575405	111.878	68.467
FVEG_03011	NA	0	1	-0.0564225	22.1491	19.4282
FVEG_03012	NA	-0.341325	1	-0.407565	9.17097	6.30601
FVEG_03013	NA	0.703424	1	0.799015	11.2001	17.7815
FVEG_03014	NA	-0.231062	1	-0.330603	15.9648	11.5825
FVEG_03015	NA	0.705001	1	0.758254	45.6699	70.4538
FVEG_03016	NA	0	1	-2.37988	0	0
FVEG_03018	NA	0.266428	1	0.426621	5.65599	6.94441
FVEG_03019	NA	-0.229915	1	-0.365289	8.4674	5.99973
FVEG_03020	NA	0	1	0.0427099	5.48009	5.15543
FVEG_03023	NA	0.391037	1	0.441485	27.0125	33.4556
FVEG_03024	NA	1.11445	1	1.15143	187.985	380.814
FVEG_03025	NA	0.195237	1	0.263681	23.8513	26.1186
FVEG_03026	NA	0.205577	1	0.268411	53.7325	59.0306
FVEG_03027	NA	1.07261	1	1.11585	47.7048	94.2884
FVEG_03028	NA	0.474832	1	0.72607	4.06262	6.15692
FVEG_03029	NA	0	1	0.0277762	77.5499	72.1032
FVEG_03030	NA	0.0574039	1	0.166935	10.3608	10.6147
FVEG_03031	NA	0.0920493	1	0.161542	42.5065	43.3658
FVEG_03032	NA	-0.450045	1	-0.815096	1.49462	0.778934
FVEG_03033	NA	0.510652	1	0.567036	29.4986	39.8586
FVEG_03034	NA	-0.378191	1	-0.448954	55.0708	36.7971
FVEG_03035	NA	0.33783	1	0.382275	138.304	164.398
FVEG_03036	NA	0.410223	1	0.438332	608.807	752.286
FVEG_03037	NA	1.1324	1	1.16593	141.66	289.863
FVEG_03038	NA	0	1	0.0926945	4.87078	4.74492
FVEG_03039	NA	0.051777	1	0.124991	26.7124	26.5714
FVEG_03040	NA	0.784865	1	0.83668	54.0688	88.0697
FVEG_03041	NA	4.23048	1	4.44312	6.66746	132.812
FVEG_03042	NA	-0.40581	1	-0.469097	87.3826	57.5745
FVEG_03043	NA	-0.509216	1	-0.548352	105.852	66.007
FVEG_03044	NA	0	1	-0.0997726	2.63758	2.25322
FVEG_03045	NA	0	1	0.0588815	12.5955	11.9726
FVEG_03046	NA	1.91227	1	1.99477	44.4559	161.655
FVEG_03047	NA	-0.567199	1	-0.641937	39.6565	23.1801
FVEG_03048	NA	-0.28832	1	-0.70377	1.76139	0.993565
FVEG_03049	NA	0.955557	1	0.999933	91.8768	167.575
FVEG_03050	NA	0.205446	1	0.242918	99.6336	107.523
FVEG_03051	NA	0.0165649	1	0.0870418	16.7254	16.2048
FVEG_03052	NA	-0.353145	1	-0.491743	18.9442	12.2968
FVEG_03053	NA	0.470331	1	0.685957	2.67446	3.93687
FVEG_03054	NA	0	1	0.308176	1.28418	1.46362
FVEG_03055	NA	0	1	0.489113	0.654404	0.858209
FVEG_03056	NA	-0.232428	1	-0.853335	0.813434	0.417094
FVEG_03057	NA	-1.49742	1	-2.03777	1.76666	0.393513
FVEG_03058	NA	0.471573	1	0.535882	15.397	20.3614
FVEG_03059	NA	0.558492	1	0.798662	2.91144	4.63828
FVEG_03060	NA	0.731012	1	1.04492	1.34066	2.5424
FVEG_03061	NA	0.0792874	1	0.144168	61.0651	61.5513
FVEG_03062	NA	-2.36279	1	-2.9235	0.90208	0.107837
FVEG_03063	NA	-0.0815372	1	-0.256599	10.1382	7.7511
FVEG_03064	NA	-3.0406	1	-3.9104	0.738864	0.0431476
FVEG_03065	NA	-1.36182	1	-1.46234	0.435197	0.148001
FVEG_03066	NA	-0.331521	1	-0.5477	3.20105	2.00135
FVEG_03067	NA	7.20242	1	7.57492	1.81759	320.458
FVEG_03068	NA	0.200488	1	0.373084	5.4618	6.46342
FVEG_03069	NA	2.11155	1	2.5578	1.20648	6.60305
FVEG_03070	NA	0.856659	1	0.919375	33.6138	57.9872
FVEG_03071	NA	0	1	0.022218	0.640739	0.607482
FVEG_03072	NA	-0.106861	1	-0.197677	0.138462	0.117244
FVEG_03073	NA	0.686462	1	1.01179	14.5594	26.9988
FVEG_03074	NA	0.701259	1	0.814015	20.8373	33.4364
FVEG_03075	NA	0.0561712	1	0.138385	6.40245	6.42866
FVEG_03076	NA	-0.193271	1	-0.254879	30.0679	22.9825
FVEG_03077	NA	1.06633	1	1.09936	88.6988	173.309
FVEG_03078	NA	1.03481	1	1.05666	130.974	248.436
FVEG_03079	NA	-0.635188	1	-0.702575	40.1239	22.4868
FVEG_03080	NA	0.206992	1	0.578741	2.90596	3.99919
FVEG_03081	NA	0	1	0.050239	2.0286	1.92928
FVEG_03082	NA	-0.133061	1	-0.190469	27.443	21.9334
FVEG_03083	NA	0.738812	1	0.850502	18.8093	30.9548
FVEG_03084	NA	0.422839	1	0.463694	91.0799	114.548
FVEG_03085	NA	0.928214	1	1.05718	3.19459	6.06933
FVEG_03086	NA	-0.0108003	1	-0.0696787	18.5092	16.0853
FVEG_03087	NA	0.983166	1	1.04234	42.7307	80.2709
FVEG_03088	NA	-0.520164	1	-0.604657	17.6961	10.6154
FVEG_03089	NA	0	1	-1.05795	0.072145	0.0505568
FVEG_03090	NA	-0.664422	1	-0.746351	12.3192	6.69836
FVEG_03091	NA	0.173793	1	0.214303	63.1421	66.8045
FVEG_03092	NA	-0.491144	1	-0.631239	13.242	7.803
FVEG_03093	NA	-0.992085	1	-1.43433	3.71402	1.27631
FVEG_03094	NA	0.538145	1	0.613309	14.576	20.3406
FVEG_03095	NA	-0.112849	1	-0.185252	13.9589	11.198
FVEG_03096	NA	-0.721567	1	-0.76268	76.2899	41.0053
FVEG_03097	NA	-0.672811	1	-0.715673	72.5127	40.2662
FVEG_03098	NA	-0.524851	1	-1.14381	1.19039	0.497669
FVEG_03099	NA	0.0424921	1	0.156474	27.5849	28.0586
FVEG_03100	NA	0.962217	1	1.04024	17.0538	31.9959
FVEG_03101	NA	1.10588	1	1.12541	649.744	1292.61
FVEG_03102	NA	0.95922	1	0.989937	177.824	322.07
FVEG_03103	NA	0.623981	1	0.825175	2.48874	4.03307
FVEG_03104	NA	0.0791884	1	0.123417	45.3205	45.0225
FVEG_03105	NA	-0.0737688	1	-0.143361	33.6408	27.7817
FVEG_03106	NA	1.48746	1	1.6263	5.19127	14.6369
FVEG_03107	NA	0	1	0.0746897	21.065	20.2363
FVEG_03108	NA	-0.287115	1	-0.374161	32.7923	23.0802
FVEG_03109	NA	0.820442	1	0.88692	24.7373	41.7264
FVEG_03110	NA	0.880388	1	0.950937	22.2186	39.1803
FVEG_03113	NA	-0.133942	1	-0.164925	82.789	67.3408
FVEG_03114	NA	1.6581	1	1.77682	3.14366	9.83433
FVEG_03115	NA	-0.00663763	1	-0.0828917	24.9824	21.5158
FVEG_03116	NA	-0.0223422	1	-0.0764312	54.4338	47.0829
FVEG_03117	NA	-2.53327	1	-2.89854	10.2544	1.25128
FVEG_03118	NA	1.4574	1	1.51694	51.6542	134.834
FVEG_03119	NA	0.208288	1	0.276019	53.0466	58.5879
FVEG_03120	NA	-0.246114	1	-0.308972	13.135	9.67032
FVEG_03121	NA	-0.29842	1	-0.369449	48.4856	34.2328
FVEG_03122	NA	0.38699	1	0.451945	16.4112	20.4759
FVEG_03123	NA	0.577254	1	0.745333	4.89597	7.49962
FVEG_03124	NA	0.35689	1	3.17471	0	0.0946693
FVEG_03125	NA	0	1	-0.016103	55.5379	50.0987
FVEG_03126	NA	0.515201	1	0.935161	1.39693	2.47098
FVEG_03127	NA	-1.88662	1	-2.05713	11.9115	2.61072
FVEG_03128	NA	-3.03296	1	-3.23389	73.2329	7.09059
FVEG_03129	NA	-1.46234	1	-1.53188	0.273149	0.09039
FVEG_03133	NA	1.37552	1	1.45748	42.2515	105.863
FVEG_03134	NA	0	1	-0.332855	0.672672	0.491506
FVEG_03135	NA	0	1	0.790045	0	0.0515992
FVEG_03136	NA	0	1	-2.37988	0	0
FVEG_03137	NA	0	1	-2.37988	0	0
FVEG_03138	NA	0.000994708	1	0.0598142	52.4446	49.8573
FVEG_03139	NA	-0.125284	1	-0.325951	4.41542	3.21881
FVEG_03140	NA	-4.03328	1	-4.22744	15.4112	0.748734
FVEG_03141	NA	0	1	-0.37988	0	0.0318122
FVEG_03142	NA	0	1	0.868047	0.0585439	0.184615
FVEG_03143	NA	-3.68454	1	-3.74433	206.168	14.026
FVEG_03144	NA	1.03102	1	1.16513	13.0677	26.7592
FVEG_03145	NA	-1.99243	1	-2.33503	2.86604	0.518046
FVEG_03146	NA	0.250904	1	0.288043	93.469	104.075
FVEG_03147	NA	-0.725986	1	-0.817976	28.2412	14.6129
FVEG_03148	NA	2.11162	1	2.70915	0.977374	6.04566
FVEG_03149	NA	-1.10577	1	-1.49044	0.65422	0.213125
FVEG_03150	NA	-2.80676	1	-4.62781	0.288688	0.00842929
FVEG_03151	NA	-1.77387	1	-1.93656	8.42586	2.00787
FVEG_03152	NA	0.291528	1	1.08773	0.352419	0.724426
FVEG_03153	NA	-0.693468	1	-2.37988	0.165751	0.0290382
FVEG_03154	NA	0.757748	1	0.977381	2.54255	4.58187
FVEG_03155	NA	0.139608	1	0.172621	70.6604	72.6272
FVEG_03156	NA	0.584019	1	0.72462	7.81367	11.7908
FVEG_03157	NA	-4.59257	1	-5.43877	1.77485	0.0351061
FVEG_03158	NA	1.55053	1	4.32056	0	0.275979
FVEG_03159	NA	-4.2222	1	-5.0877	1.48991	0.037673
FVEG_03160	NA	-4.41691	1	-5.71775	1.94791	0.0303341
FVEG_03161	NA	1.55661	1	1.65134	26.1976	75.0946
FVEG_03162	NA	0.123889	1	0.232596	12.8968	13.8282
FVEG_03163	NA	0	1	0.0282622	51.2283	47.6462
FVEG_03164	NA	0.515101	1	0.696006	4.19847	6.21699
FVEG_03165	NA	0.00572286	1	0.0785423	17.3809	16.7413
FVEG_03166	NA	6.47654	1	6.79866	1.46989	150.751
FVEG_03167	NA	-1.31159	1	-2.92045	0.202908	0.0236985
FVEG_03168	NA	-3.53757	1	-4.56208	1.02034	0.0369837
FVEG_03169	NA	-3.9644	1	-4.31277	4.17384	0.190223
FVEG_03170	NA	0	1	-2.37988	0	0
FVEG_03171	NA	0	1	0.253337	0.359776	0.394423
FVEG_03172	NA	-5.48548	1	-6.10073	2.48826	0.0319267
FVEG_03173	NA	-3.79173	1	-4.23136	1.83555	0.0881732
FVEG_03174	NA	-1.16416	1	-1.35548	4.50893	1.60855
FVEG_03175	NA	0.101012	1	0.179194	25.4551	26.2917
FVEG_03176	NA	-0.260581	1	-0.366646	39.2778	27.7947
FVEG_03179	NA	-1.62638	1	-2.53742	0.271351	0.0424451
FVEG_03180	NA	-1.1824	1	-2.82734	0.277758	0.0347578
FVEG_03181	NA	0	1	-0.0773177	0.14969	0.136742
FVEG_03182	NA	-2.66123	1	-3.35785	1.28402	0.112475
FVEG_03183	NA	0.565175	1	0.641396	23.6528	33.6566
FVEG_03184	NA	0	1	-0.139829	4.25502	3.62073
FVEG_03185	NA	1.38086	1	1.59934	3.55604	9.86445
FVEG_03186	NA	0.649671	1	2.22003	0.0911789	0.511162
FVEG_03187	NA	4.18435	1	5.92162	0.020524	2.26525
FVEG_03188	NA	-2.48171	1	-3.11027	0.857082	0.0896752
FVEG_03189	NA	0	1	1.52701	0	0.051982
FVEG_03190	NA	0	1	-2.37988	0	0
FVEG_03193	NA	-1.9904	1	-2.7722	0.371934	0.0492672
FVEG_03194	NA	0.429477	1	1.79004	0.119039	0.434473
FVEG_03195	NA	-1.90323	1	-2.07017	2.87627	0.624725
FVEG_03196	NA	0	1	-2.37988	0	0
FVEG_03197	NA	0	1	-0.0379179	8.49884	7.55861
FVEG_03198	NA	0	1	0.0234178	16.5812	15.3788
FVEG_03199	NA	-1.24472	1	-1.33449	22.124	8.00166
FVEG_03200	NA	-3.77958	1	-4.02771	13.4104	0.747533
FVEG_03201	NA	-6.43782	1	-6.99459	14.303	0.0992065
FVEG_03202	NA	0	1	-0.794918	0	0.0347578
FVEG_03203	NA	0	1	-2.37988	0	0
FVEG_03205	NA	-3.34811	1	-3.53687	6.75219	0.529829
FVEG_03206	NA	-5.98053	1	-6.22275	30.6546	0.372459
FVEG_03207	NA	-1.46857	1	-1.60076	81.8196	24.6085
FVEG_03208	NA	0	1	-0.217609	4.66132	3.70116
FVEG_03209	NA	0.0377217	1	0.319834	2.92625	3.34912
FVEG_03210	NA	0.567612	1	0.694441	4.76436	7.0386
FVEG_03211	NA	-1.91033	1	-2.17534	7.38779	1.49208
FVEG_03212	NA	-0.699582	1	-0.764987	21.5124	11.5456
FVEG_03213	NA	-0.989775	1	-1.0749	31.1051	13.4679
FVEG_03214	NA	-1.58644	1	-1.82915	2.82802	0.726452
FVEG_03215	NA	-0.138998	1	-0.710029	2.59722	1.47879
FVEG_03216	NA	-0.856181	1	-1.36931	5.90787	2.10092
FVEG_03217	NA	-0.106704	1	-0.150584	33.3273	27.3809
FVEG_03218	NA	-1.62089	1	-1.66367	0.524579	0.155527
FVEG_03219	NA	0	1	-1.37988	0	0.00758352
FVEG_03220	NA	0	1	-2.54981	0.22233	0.0340816
FVEG_03221	NA	0.29898	1	0.435122	3.23673	3.99554
FVEG_03222	NA	0	1	0.0372368	52.5403	49.1771
FVEG_03223	NA	0.080767	1	0.155383	14.1632	14.3887
FVEG_03224	NA	-3.50505	1	-3.67998	13.9815	0.993549
FVEG_03225	NA	0.224939	1	0.531583	1.311	1.74003
FVEG_03226	NA	1.30542	1	1.71564	0.87515	2.66083
FVEG_03227	NA	1.27901	1	1.38877	15.2625	36.4777
FVEG_03228	NA	5.40024	1	8.13385	0	5.2989
FVEG_03231	NA	-2.16415	1	-4.37988	0.819614	0.0205128
FVEG_03232	NA	1.37291	1	1.78873	2.06029	6.59329
FVEG_03233	NA	0.230139	1	0.325918	6.41329	7.33477
FVEG_03234	NA	0.469613	1	0.536706	99.0335	131.042
FVEG_03235	NA	0	1	-0.0220328	11.3926	10.2426
FVEG_03236	NA	-0.207992	1	-0.287222	22.55	16.8563
FVEG_03237	NA	-0.776002	1	-0.887463	33.3696	16.457
FVEG_03238	NA	-0.745889	1	-0.828752	10.2666	5.27233
FVEG_03239	NA	2.05863	1	2.11638	18.7975	74.3436
FVEG_03240	NA	4.37794	1	4.73161	0.967907	23.7397
FVEG_03241	NA	2.65337	1	4.27833	0.0415656	1.09957
FVEG_03242	NA	1.02529	1	1.07727	24.9667	48.0473
FVEG_03243	NA	0	1	-0.00804287	2.82657	2.56518
FVEG_03244	NA	-0.234345	1	-0.265831	61.1525	46.3814
FVEG_03245	NA	-2.13743	1	-3.18724	0.485752	0.0472776
FVEG_03246	NA	-0.142483	1	-0.250906	9.88688	7.58118
FVEG_03247	NA	-0.412833	1	-0.46591	30.4449	20.1026
FVEG_03248	NA	0	1	-0.204902	0.929033	0.741073
FVEG_03249	NA	-0.470572	1	-0.520353	12.2461	7.78646
FVEG_03250	NA	0.331565	1	0.385394	38.4673	45.8269
FVEG_03253	NA	0.908133	1	1.48291	0.30786	0.809018
FVEG_03254	NA	0	1	-0.0579524	0	0.00962524
FVEG_03255	NA	0	1	0.790045	0.0128229	0.0381899
FVEG_03256	NA	-2.62073	1	-2.83585	4.60649	0.587952
FVEG_03257	NA	0	1	-0.00356499	4.79325	4.36997
FVEG_03258	NA	0.223595	1	0.455471	2.36676	2.97064
FVEG_03259	NA	-1.79492	1	-1.84937	0.19703	0.0517772
FVEG_03260	NA	0	1	2.07955	0	0.0660224
FVEG_03261	NA	-1.50481	1	-2.50541	0.329868	0.0527649
FVEG_03262	NA	0	1	-0.146443	2.13998	1.77185
FVEG_03263	NA	0.955773	1	1.40051	0.911424	2.23242
FVEG_03264	NA	-2.2124	1	-2.32528	13.6204	2.47828
FVEG_03265	NA	-1.78753	1	-2.51418	0.994504	0.15839
FVEG_03266	NA	-3.10856	1	-3.43646	3.94542	0.331156
FVEG_03267	NA	-0.788385	1	-1.07537	3.77678	1.63919
FVEG_03268	NA	-2.15001	1	-3.73352	0.430498	0.0274253
FVEG_03269	NA	-1.27849	1	-1.57972	2.70032	0.825515
FVEG_03270	NA	0	1	-1.15749	0.0301365	0.015839
FVEG_03271	NA	-5.96107	1	-6.41076	11.0924	0.116735
FVEG_03272	NA	-1.68893	1	-2.09774	1.1872	0.253275
FVEG_03273	NA	2.06203	1	2.55604	0.830506	4.56136
FVEG_03274	NA	0.916788	1	1.25674	0.686764	1.51091
FVEG_03275	NA	1.83796	1	2.27806	0.940259	4.23535
FVEG_03276	NA	1.20972	1	1.52189	3.83973	10.1384
FVEG_03277	NA	4.79456	1	4.98411	5.12311	148.35
FVEG_03278	NA	0.923238	1	1.14667	2.56145	5.19178
FVEG_03279	NA	-0.619295	1	-0.812321	4.72372	2.45681
FVEG_03280	NA	-2.89963	1	-2.96338	30.9472	3.61787
FVEG_03281	NA	-4.25423	1	-4.47092	6.29993	0.258351
FVEG_03282	NA	-4.78828	1	-5.56854	8.79938	0.160164
FVEG_03284	NA	0	1	-2.37988	0	0
FVEG_03285	NA	0.389094	1	3.20508	0	0.14521
FVEG_03286	NA	2.96178	1	5.70758	0	0.598055
FVEG_03287	NA	4.43845	1	4.71295	2.38272	57.3954
FVEG_03288	NA	3.4136	1	6.15539	0	1.63019
FVEG_03289	NA	-6.82292	1	-7.22756	34.7471	0.208174
FVEG_03290	NA	-0.67464	1	-3.37988	0.158719	0.00926875
FVEG_03291	NA	-0.148445	1	-0.393083	2.82025	1.96429
FVEG_03292	NA	-1.90177	1	-5.18724	0.194791	0
FVEG_03293	NA	-6.49405	1	-7.25946	5.93093	0.0331612
FVEG_03294	NA	0	1	0.707582	0.072145	0.202227
FVEG_03295	NA	4.05091	1	4.41352	2.24305	44.1568
FVEG_03296	NA	-3.94468	1	-4.62196	3.02558	0.108618
FVEG_03297	NA	3.20728	1	3.30753	12.1952	110.197
FVEG_03298	NA	3.71287	1	4.40424	0.21939	4.46917
FVEG_03299	NA	0	1	1.52701	0	0.122503
FVEG_03300	NA	0	1	-0.794918	0	0.00767657
FVEG_03301	NA	0.0569982	1	0.167036	12.9587	13.2774
FVEG_03302	NA	0	1	-0.0220204	7.00311	6.29802
FVEG_03303	NA	0	1	0.205082	0.0901243	0.114471
FVEG_03304	NA	-2.03741	1	-2.13218	10.4167	2.16689
FVEG_03305	NA	-4.86329	1	-4.98964	141.204	4.04846
FVEG_03306	NA	1.40881	1	1.47096	25.1349	63.5538
FVEG_03307	NA	-3.10041	1	-4.05795	1.20176	0.0627134
FVEG_03308	NA	-5.78528	1	-6.10578	44.7337	0.587224
FVEG_03311	NA	-2.78909	1	-3.64291	0.627459	0.044438
FVEG_03312	NA	-1.56038	1	-1.70616	10.8695	3.03893
FVEG_03313	NA	-2.53991	1	-3.12834	1.15334	0.119286
FVEG_03314	NA	-3.1147	1	-3.83445	1.1986	0.0747892
FVEG_03315	NA	-4.25192	1	-6.13477	0.45515	0.00306687
FVEG_03316	NA	-1.87794	1	-2.22626	2.31538	0.45147
FVEG_03317	NA	-5.5895	1	-6.00193	4.12099	0.0577938
FVEG_03318	NA	-5.19239	1	-5.90344	2.69901	0.0392316
FVEG_03319	NA	-0.626055	1	-3.11685	0.0627899	0.00550014
FVEG_03320	NA	0	1	-0.135236	7.32934	6.09332
FVEG_03321	NA	0.323707	1	2.01244	0.0412853	0.224218
FVEG_03322	NA	0	1	-2.96484	0.0105112	0.000920737
FVEG_03323	NA	0	1	-1.37988	0	0.00466896
FVEG_03324	NA	1.72468	1	2.79004	0.080979	0.560381
FVEG_03325	NA	0	1	-2.37988	0	0
FVEG_03326	NA	0	1	-2.37988	0	0
FVEG_03327	NA	0	1	-2.37988	0	0
FVEG_03328	NA	-2.00282	1	-2.17012	29.6591	6.01029
FVEG_03329	NA	-3.95005	1	-4.25708	7.29432	0.346099
FVEG_03330	NA	-4.04168	1	-4.28849	5.17651	0.240756
FVEG_03331	NA	-4.30986	1	-6.18724	0.389583	0.00252784
FVEG_03332	NA	-2.98541	1	-4.60227	0.213087	0.00691316
