# This file is generated by gfold V1.1.1						
# Normalization constants :						
#    7600_Gfold.read_cnt	46669976	1				
#    FV013_Gfold.read_cnt	266393578	5.20494				
# The GFOLD value could be considered as a reliable log2 fold change.						
# It is positive/negative if the gene is up/down regulated.						
# A gene with zero GFOLD value should never be considered as 						
# differentially expressed. For a comprehensive description of 						
"# GFOLD, please refer to the manual."						
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	7600 RPKM	FV013 RPKM
FVEG_14888	NA	-4.4133	1	-5.67266	0.913995	0.0148569
FVEG_14890	NA	0	1	-3.37988	0.0784874	0
FVEG_14891	NA	-3.40918	1	-4.2697	0.853229	0.0385751
FVEG_14892	NA	0	1	-2.37988	0	0
FVEG_14893	NA	0	1	1.20508	0	0.00874466
FVEG_14894	NA	0	1	0.66194	0.557452	0.84843
FVEG_14895	NA	-0.00452256	1	-0.151062	15.0911	12.4079
FVEG_14896	NA	1.5653	1	1.69042	5.35859	15.7907
FVEG_14897	NA	-2.26901	1	-2.42912	7.92641	1.34199
FVEG_14898	NA	0	1	-2.37988	0	0
FVEG_14899	NA	0	1	-2.37988	0	0
FVEG_14901	NA	-0.017309	1	-0.0969465	0.632866	0.570204
FVEG_14903	NA	-1.79492	1	-1.84937	0.0656768	0.0172591
FVEG_14904	NA	-1.43409	1	-1.68431	4.43215	1.25915
FVEG_14905	NA	0	1	1.15063	0.361638	0.815709
FVEG_14907	NA	-1.66698	1	-1.82261	11.4394	2.95018
FVEG_14908	NA	0.937921	1	1.18905	3.33063	6.95985
FVEG_14909	NA	0.28243	1	1.15261	0.748795	1.62465
FVEG_14910	NA	1.80606	1	2.42747	0.371836	1.89728
FVEG_14911	NA	0	1	-1.64291	0.0060786	0.00212984
FVEG_14912	NA	-0.480281	1	-0.594424	4.59324	2.77575
FVEG_14913	NA	-2.68007	1	-3.1078	1.39148	0.146574
FVEG_14914	NA	1.3289	1	1.49451	5.40852	13.9273
FVEG_14915	NA	1.59238	1	1.71316	17.4829	52.3325
FVEG_14916	NA	-4.01756	1	-4.43798	5.22737	0.217614
FVEG_14917	NA	0	1	0.790045	0	0.0474419
FVEG_14918	NA	0	1	-0.794918	0	0.0162504
FVEG_14919	NA	2.37004	1	2.83206	0.646748	4.28835
FVEG_14920	NA	1.15217	1	2.62012	0.154429	1.07543
FVEG_14921	NA	-2.35703	1	-2.46632	31.5955	5.2132
FVEG_14922	NA	-0.556628	1	-3.22788	0.200487	0.0175618
FVEG_14923	NA	-2.33945	1	-2.57996	5.60607	0.854649
FVEG_14924	NA	-1.87738	1	-1.9104	1.20716	0.299603
FVEG_14925	NA	0	1	1.32056	0	0.062047
FVEG_14926	NA	-2.66568	1	-3.278	1.34542	0.125128
FVEG_14927	NA	0	1	0.102512	2.60599	2.56682
FVEG_14928	NA	0	1	1.35709	0.050655	0.17305
FVEG_14931	NA	0	1	0.205082	0	0.0214997
FVEG_14932	NA	-1.86531	1	-1.92045	0.102452	0.025641
FVEG_14933	NA	-2.25328	1	-2.31165	83.0604	15.2563
FVEG_14934	NA	0	1	-0.0603194	1.27467	1.12209
FVEG_14935	NA	1.43539	1	2.161	1.03778	4.47039
FVEG_14936	NA	0	1	2.57432	0	0.682517
FVEG_14937	NA	0	1	-2.37988	0	0
FVEG_14938	NA	0	1	-3.37988	0.0571388	0
FVEG_14939	NA	1.29927	1	1.5257	1.66107	4.37971
FVEG_14940	NA	0	1	-1.37988	0	0.0219523
FVEG_14941	NA	0.299111	1	0.459877	20.2792	25.48
FVEG_14942	NA	0.428383	1	0.446876	225.195	279.911
FVEG_14943	NA	0.0911019	1	0.394051	1.27776	1.54114
FVEG_14944	NA	-2.96816	1	-3.53954	1.82957	0.141771
FVEG_14945	NA	-1.95323	1	-2.15432	5.0093	1.02639
FVEG_14946	NA	-2.44074	1	-2.64388	74.8067	10.9103
FVEG_14947	NA	-2.30417	1	-2.37477	135.375	23.8006
FVEG_14948	NA	-0.795942	1	-1.0131	9.27237	4.19687
FVEG_14949	NA	0.801144	1	1.07196	5.82665	11.2352
FVEG_14950	NA	-0.209756	1	-0.545502	1.56191	0.981026
FVEG_14951	NA	0	1	0.0166522	10.5691	9.75308
FVEG_14952	NA	0.858222	1	0.928992	9.55547	16.5957
FVEG_14954	NA	0	1	0.942048	0	0.281538
FVEG_14955	NA	0	1	1.42747	0	0.417094
FVEG_14957	NA	-0.876821	1	-1.13595	3.71463	1.54492
FVEG_14958	NA	0	1	1.07955	0.113371	0.317786
FVEG_14959	NA	0.710867	1	0.885464	18.2788	30.8622
FVEG_14960	NA	-0.487279	1	-0.542497	24.0067	15.0321
FVEG_14961	NA	0.493235	1	0.630983	2.49305	3.52529
FVEG_14962	NA	0	1	0.0508024	3.31415	3.13249
FVEG_14963	NA	1.39018	1	1.51453	16.5844	43.2602
FVEG_14965	NA	1.30027	1	2.63294	0.18366	1.20659
FVEG_14966	NA	0.925044	1	1.26162	1.37462	3.03386
FVEG_14967	NA	0.372609	1	0.549522	7.5705	10.1262
FVEG_14968	NA	-0.522104	1	-0.960655	3.60653	1.70224
FVEG_14969	NA	-0.582811	1	-0.744207	6.68953	3.64585
FVEG_14970	NA	0.940601	1	1.16872	1.76288	3.6289
FVEG_14971	NA	2.02753	1	2.64692	1.15822	6.88205
FVEG_14972	NA	2.53845	1	3.12338	5.21199	42.9156
FVEG_14973	NA	0.0987334	1	1.11197	0.844794	1.80292
FVEG_14974	NA	-0.029062	1	-0.484578	0.685517	0.451175
FVEG_14975	NA	0.730552	1	0.773536	29.5382	46.0498
FVEG_14976	NA	-1.14997	1	-1.61049	4.03496	1.21066
FVEG_14977	NA	0.861307	1	0.95875	9.44218	16.7464
FVEG_14978	NA	0	1	0.205082	0.0743995	0.0944978
FVEG_14979	NA	-0.724911	1	-0.883838	19.4734	9.63303
FVEG_14980	NA	0	1	-0.00553459	26.8856	24.4356
FVEG_14981	NA	0.377947	1	0.454552	6.30743	7.88477
FVEG_14982	NA	0.0926303	1	0.373959	1.06644	1.26726
FVEG_14983	NA	0	1	0.6476	1.55833	2.38881
FVEG_14984	NA	1.21535	1	2.86805	0.0362249	0.358567
FVEG_14986	NA	0.576476	1	1.11908	1.37353	2.79132
FVEG_14988	NA	-0.107943	1	-0.141003	43.8338	36.2509
FVEG_14989	NA	0.457382	1	0.618204	5.94142	8.33154
FVEG_14990	NA	0.0516156	1	0.139907	8.66566	8.71089
FVEG_14991	NA	0	1	-0.0232885	18.3571	16.4862
FVEG_14992	NA	1.05432	1	1.16986	22.871	46.9705
FVEG_14993	NA	-0.180233	1	-0.301448	23.5649	17.4498
FVEG_14994	NA	-0.157487	1	-0.329254	0.36317	0.296914
FVEG_14995	NA	2.13904	1	2.68425	0.677535	4.09139
FVEG_14996	NA	-0.0180342	1	-0.476557	1.62896	1.09762
FVEG_14997	NA	1.94424	1	3.12791	0.0466482	0.412251
FVEG_14998	NA	-0.215788	1	-0.503971	1.89833	1.22556
FVEG_14999	NA	-0.371476	1	-0.42557	22.8073	15.4868
FVEG_15000	NA	-0.245655	1	-0.452998	2.70201	1.80378
FVEG_15001	NA	0.508187	1	0.538751	93.2359	123.515
FVEG_15002	NA	0.380551	1	0.895563	1.41666	2.45706
FVEG_15003	NA	-0.200703	1	-0.751064	3.05278	1.6751
FVEG_15004	NA	0.639117	1	1.73054	0.0618742	0.204873
FVEG_15006	NA	0.278587	1	0.375604	6.6363	7.85596
FVEG_15007	NA	0.246426	1	0.327877	18.734	21.4513
FVEG_15009	NA	0.0494433	1	0.113385	43.4795	42.9001
FVEG_15010	NA	-0.486794	1	-0.624993	0.173599	0.112963
FVEG_15011	NA	-0.530271	1	-1.14639	3.57118	1.49459
FVEG_15012	NA	0.511136	1	3.32056	0	0.56978
FVEG_15014	NA	0	1	0.000505606	101.473	92.5776
FVEG_15015	NA	0	1	-0.422109	1.80362	1.26392
FVEG_15016	NA	2.01644	1	2.47603	1.36275	7.0556
FVEG_15017	NA	0	1	0.546119	0.224956	0.364547
FVEG_15018	NA	0	1	0.00345866	24.4007	22.3087
FVEG_15019	NA	-0.73176	1	-0.776795	37.7065	20.07
FVEG_15020	NA	-0.109336	1	-0.224081	17.0874	13.3495
FVEG_15021	NA	1.02087	1	1.25909	7.72146	16.9295
FVEG_15022	NA	-0.18627	1	-0.31023	5.03178	3.70355
FVEG_15023	NA	-1.40476	1	-1.66528	46.2552	13.3172
FVEG_15024	NA	-2.24526	1	-2.47235	27.9483	4.59166
FVEG_15028	NA	-0.67464	1	-3.37988	0.210069	0.0122675
FVEG_15029	NA	0	1	0.205082	0	0.0414332
FVEG_15030	NA	0.806428	1	1.06851	1.59074	3.05881
FVEG_15031	NA	-1.12638	1	-1.72538	2.7631	0.767209
FVEG_15032	NA	-5.22895	1	-5.25994	368.358	8.76538
FVEG_15033	NA	0	1	0.0475407	0.604187	0.585947
FVEG_15034	NA	-1.39244	1	-2.64291	0.580957	0.0838179
FVEG_15035	NA	0	1	-0.964843	0.0355341	0.0217885
FVEG_15038	NA	-0.0557291	1	-0.124028	18.422	15.4187
FVEG_15039	NA	0	1	0.427474	0	0.0262507
FVEG_15040	NA	0	1	-2.37988	0	0
FVEG_15041	NA	-0.379879	1	-0.794918	0.0473003	0.0331465
FVEG_15042	NA	0.334417	1	0.591791	16.6036	22.9293
FVEG_15043	NA	0.10565	1	1.54295	0.143999	0.454094
FVEG_15044	NA	0	1	-0.288304	0.934	0.702643
FVEG_15045	NA	0	1	1.32056	0	0.112055
FVEG_15046	NA	-0.725362	1	-0.993045	1.18193	0.542968
FVEG_15047	NA	0	1	2.20508	0	0.104273
FVEG_15048	NA	0	1	-0.37988	0	0.0206255
FVEG_15049	NA	0	1	-1.37988	0	0.00428521
FVEG_15050	NA	0.560167	1	0.653722	15.2049	21.8259
FVEG_15052	NA	1.7404	1	2.11282	0.746414	2.98146
FVEG_15053	NA	0	1	-1.37988	0.0952313	0.0417094
FVEG_15054	NA	0	1	0.145843	0.476157	0.494554
FVEG_15056	NA	1.58202	1	2.13976	0.670948	2.77936
FVEG_15057	NA	-1.3731	1	-1.45023	63.9952	21.3591
FVEG_15058	NA	-3.17575	1	-3.51642	5.15356	0.409015
FVEG_15059	NA	1.25232	1	1.4742	3.72574	9.47725
FVEG_15060	NA	0	1	-0.37988	0	0.0216985
FVEG_15061	NA	-1.71691	1	-1.75839	0.963014	0.267127
FVEG_15063	NA	0	1	0.263976	0.151965	0.212984
FVEG_15064	NA	-0.642914	1	-0.722768	0.33092	0.193248
FVEG_15065	NA	0	1	-0.794918	0	0.0252784
FVEG_15066	NA	-2.06999	1	-2.26657	16.795	3.18318
FVEG_15067	NA	0	1	-0.794918	0	0.0247778
FVEG_15068	NA	-0.320994	1	-0.35269	111.098	79.3393
FVEG_15069	NA	-1.00668	1	-1.60227	1.10717	0.336591
FVEG_15070	NA	0.204317	1	1.03516	1.40835	2.80217
FVEG_15072	NA	0.340315	1	0.623795	4.15451	5.87255
FVEG_15073	NA	0.0176199	1	0.661147	0.742963	1.10897
FVEG_15074	NA	-2.70173	1	-2.84398	16.2027	2.05717
FVEG_15075	NA	-2.59017	1	-2.78026	7.07004	0.938029
FVEG_15077	NA	0.943546	1	1.05111	10.0518	19.0096
FVEG_15078	NA	0	1	0.274926	0.879548	0.980232
FVEG_15079	NA	0	1	0.790045	0	0.0807278
FVEG_15080	NA	0.181182	1	0.379425	22.3556	26.5897
FVEG_15081	NA	0	1	0.173218	12.2015	12.5962
FVEG_15082	NA	-1.10669	1	-1.59401	0.580791	0.178062
FVEG_15083	NA	0	1	0.818899	0.298427	0.52282
FVEG_15084	NA	0	1	-0.314925	5.6227	4.20644
FVEG_15085	NA	0	1	0.942048	0	0.113753
FVEG_15086	NA	-0.280343	1	-0.356034	0.64098	0.481262
FVEG_15087	NA	-1.95601	1	-2.40564	1.11206	0.191345
FVEG_15088	NA	-1.97328	1	-2.28637	8.085	1.5117
FVEG_15089	NA	2.21323	1	3.4781	0.806394	9.34425
FVEG_15091	NA	-0.754724	1	-0.996552	5.7769	2.64609
FVEG_15092	NA	0.858638	1	1.48192	1.74487	4.60977
FVEG_15093	NA	-2.08834	1	-2.24238	0.942393	0.182479
FVEG_15094	NA	-0.445407	1	-0.530076	36.1915	22.8623
FVEG_15095	NA	-0.657996	1	-0.919328	1.77039	0.85593
FVEG_15096	NA	0	1	-2.37988	0	0
FVEG_15097	NA	0	1	-2.37988	0	0
FVEG_15099	NA	0.109426	1	0.201885	8.93536	9.37681
FVEG_15100	NA	-0.26832	1	-0.325334	17.0866	12.4373
FVEG_15101	NA	0.605191	1	1.01771	0.557678	1.04418
FVEG_15102	NA	-0.529233	1	-0.858015	8.13896	4.11274
FVEG_15103	NA	-0.929218	1	-0.987563	0.782009	0.374471
FVEG_15104	NA	0.026472	1	0.114209	11.6255	11.4798
FVEG_15105	NA	-0.208129	1	-0.386167	4.03571	2.82039
FVEG_15106	NA	0	1	1.20508	0.117088	0.471795
FVEG_15107	NA	-1.15749	1	-1.28034	0.360119	0.14721
FVEG_15108	NA	1.1101	1	1.12441	206.867	411.252
FVEG_15111	NA	-0.768546	1	-1.13195	0.776098	0.331048
FVEG_15112	NA	-0.388468	1	-1.00137	4.76157	2.19922
FVEG_15113	NA	-2.31782	1	-2.66398	1.50802	0.216741
FVEG_15114	NA	0.639612	1	0.778274	15.1023	23.6522
FVEG_15115	NA	-0.688432	1	-0.778186	12.2729	6.52788
FVEG_15116	NA	0.471589	1	0.609456	19.9986	27.8601
FVEG_15117	NA	0.97968	1	1.02354	22.0826	40.941
FVEG_15118	NA	1.29644	1	1.8656	0.306393	1.05029
FVEG_15119	NA	-1.44351	1	-1.63277	10.212	3.00518
FVEG_15120	NA	1.5844	1	1.86113	2.07264	6.91188
FVEG_15121	NA	0	1	0.842512	0.0878158	0.207692
FVEG_15122	NA	-0.641082	1	-0.992219	1.99603	0.919255
FVEG_15123	NA	0	1	1.11197	0.357118	0.917606
FVEG_15124	NA	-0.412612	1	-0.523918	10.4142	6.60855
FVEG_15125	NA	0.754338	1	1.2097	0.414875	0.890719
FVEG_15126	NA	0	1	0.205082	0	0.0126392
FVEG_15128	NA	-0.618412	1	-1.15075	4.20138	1.74198
FVEG_15129	NA	-0.269413	1	-0.865307	0.526387	0.268519
FVEG_15130	NA	0.752269	1	1.13374	1.19039	2.4108
FVEG_15131	NA	-0.774203	1	-0.984349	2.57181	1.18739
FVEG_15132	NA	-3.84245	1	-3.89102	32.0843	1.9718
FVEG_15133	NA	-0.814724	1	-0.911481	8.98065	4.35533
FVEG_15134	NA	0	1	1.23903	0.117947	0.292731
FVEG_15135	NA	4.61121	1	4.94401	0.719241	20.4087
FVEG_15136	NA	0	1	0.00890868	34.9169	32.0409
FVEG_15137	NA	-0.615126	1	-0.670488	24.981	14.3141
FVEG_15138	NA	0.380353	1	1.20508	0.184375	0.412992
FVEG_15139	NA	0	1	2.26398	0	0.15244
FVEG_15140	NA	0	1	-2.37988	0	0
FVEG_15141	NA	0.604433	1	1.46382	0.240545	0.648332
FVEG_15142	NA	0	1	-0.0197724	6.7027	6.03164
FVEG_15143	NA	-0.359946	1	-0.526074	14.4464	9.16032
FVEG_15144	NA	-0.0226181	1	-0.456662	1.94791	1.30605
FVEG_15145	NA	-1.2644	1	-1.37988	1.12774	0.42807
FVEG_15146	NA	0	1	0.427474	0	0.117308
FVEG_15147	NA	0.29474	1	0.364029	76.4799	89.7841
FVEG_15148	NA	-2.012	1	-2.08494	35.167	7.55887
FVEG_15149	NA	-2.51693	1	-2.63733	102.898	15.079
FVEG_15150	NA	1.17786	1	1.609	3.53957	10.0103
FVEG_15153	NA	-3.09689	1	-3.18772	49.2215	4.9249
FVEG_15154	NA	2.75117	1	3.02914	1.11309	8.34506
FVEG_15156	NA	-1.00149	1	-1.07787	21.2027	9.16101
FVEG_15157	NA	-0.689131	1	-0.734652	46.6005	25.5392
FVEG_15158	NA	-4.09756	1	-5.01547	2.9111	0.0770932
FVEG_15159	NA	-0.620887	1	-0.695382	0.644796	0.382336
FVEG_15160	NA	0.505788	1	0.530567	136.098	179.273
FVEG_15161	NA	0	1	0.308176	0.714235	0.891538
FVEG_15162	NA	0	1	0.275471	0.56387	0.680521
FVEG_15163	NA	0.334913	1	0.402932	21.3959	25.8041
FVEG_15164	NA	0.0113482	1	0.0832758	19.1092	18.4663
FVEG_15166	NA	0	1	-0.131953	0.171416	0.180185
FVEG_15167	NA	-1.75185	1	-1.79492	0.689174	0.186595
FVEG_15168	NA	-0.0868448	1	-0.201325	9.52018	7.55587
FVEG_15169	NA	0.598027	1	0.815467	31.2008	50.2488
FVEG_15170	NA	1.09293	1	1.13613	81.32	163.003
FVEG_15171	NA	-2.05092	1	-2.94378	0.895054	0.104537
FVEG_15174	NA	-1.75185	1	-1.79492	0.863361	0.233756
FVEG_15175	NA	-4.71733	1	-5.07791	7.72566	0.206654
FVEG_15176	NA	0.451395	1	3.26398	0	0.704745
FVEG_15177	NA	0	1	-1.37988	0	0.0111722
FVEG_15178	NA	0	1	-0.0041798	27.062	24.6129
FVEG_15179	NA	-0.469652	1	-0.893322	1.13371	0.560539
FVEG_15180	NA	-0.953706	1	-1.42511	4.2325	1.44593
FVEG_15181	NA	-0.654054	1	-0.727804	0.829023	0.480403
FVEG_15182	NA	0	1	-0.0495548	24.5701	21.6581
FVEG_15183	NA	0.238208	1	0.340945	4.94439	5.71457
FVEG_15185	NA	1.19109	1	1.50606	0.755925	1.97444
FVEG_15186	NA	1.2306	1	1.85891	0.460797	1.58428
FVEG_15187	NA	2.09043	1	3.05197	0.188257	1.55011
FVEG_15188	NA	1.5054	1	1.95612	0.358912	1.29404
FVEG_15190	NA	2.10281	1	3.55086	0.252827	3.36628
FVEG_15191	NA	0.699931	1	1.37501	1.97354	4.87341
FVEG_15192	NA	2.33253	1	2.58502	1.89361	10.4203
FVEG_15193	NA	0.217309	1	0.296896	8.9933	10.0787
FVEG_15194	NA	1.47921	1	2.06363	0.46293	1.82479
FVEG_15195	NA	-0.862306	1	-1.41703	1.14016	0.392604
FVEG_15197	NA	-2.78981	1	-4.09037	0.769176	0.038501
FVEG_15198	NA	4.07243	1	4.69381	0.513356	12.6379
FVEG_15199	NA	0.676851	1	3.4781	0	0.532261
FVEG_15200	NA	2.34795	1	2.67856	2.12481	12.5311
FVEG_15201	NA	1.51942	1	2.26398	0.501218	2.32694
FVEG_15202	NA	-5.16777	1	-5.86408	8.57082	0.128337
FVEG_15203	NA	-0.576134	1	-1.20623	0.276223	0.110611
FVEG_15204	NA	0	1	-0.240329	2.48779	1.96831
FVEG_15205	NA	0.582703	1	0.740147	19.8353	30.2667
FVEG_15206	NA	0.0299112	1	1.04638	0.285694	0.582415
FVEG_15207	NA	-1.09037	1	-1.17825	0.0963735	0.0412717
FVEG_15208	NA	-7.23342	1	-8.06037	11.0368	0.0350575
FVEG_15209	NA	-4.54984	1	-4.92759	10.7678	0.319476
FVEG_15210	NA	-6.19421	1	-6.47088	15.2881	0.156137
FVEG_15211	NA	0	1	-0.0199845	2.5891	2.39308
FVEG_15212	NA	3.80093	1	4.34676	0.718096	13.7492
FVEG_15213	NA	0	1	-2.37988	0	0
FVEG_15214	NA	-0.64269	1	-1.278	2.77373	1.05691
FVEG_15215	NA	-0.719915	1	-1.34817	3.08101	1.11634
FVEG_15216	NA	0	1	-0.368293	1.78559	1.29299
FVEG_15217	NA	-1.84755	1	-2.18531	1.07831	0.216334
FVEG_15218	NA	-0.540094	1	-0.720917	0.793594	0.455714
FVEG_15219	NA	0.916726	1	2.70758	0.158719	1.86302
FVEG_15220	NA	0	1	0.419676	0.349939	0.433861
FVEG_15221	NA	0.228627	1	0.613167	1.08474	1.53017
FVEG_15222	NA	-0.253601	1	-0.451466	7.87544	5.26199
FVEG_15223	NA	0.537139	1	0.624808	14.3024	20.1215
FVEG_15226	NA	0.389094	1	2.20508	0.0401256	0.330395
FVEG_15227	NA	-6.11047	1	-6.59464	11.1013	0.102486
FVEG_15228	NA	0.755935	1	0.981033	2.46945	4.46229
FVEG_15229	NA	-4.80486	1	-5.41672	14.0671	0.291157
FVEG_15230	NA	1.10194	1	1.2921	4.72197	10.5748
FVEG_15231	NA	-1.16535	1	-1.78552	0.753412	0.200627
FVEG_15232	NA	-1.66552	1	-3.47942	0.456589	0.0342817
FVEG_15233	NA	0	1	-1.37988	0	0.015641
FVEG_15234	NA	0	1	2.66451	0	0.158265
FVEG_15235	NA	2.73639	1	4.26036	0.212149	4.93079
FVEG_15236	NA	-2.20995	1	-2.22788	0.258547	0.0509572
FVEG_15237	NA	-0.284722	1	-0.37988	0.553281	0.414157
FVEG_15238	NA	-0.850211	1	-3.54981	0.103889	0.00682517
FVEG_15239	NA	0	1	-2.37988	0	0
FVEG_15240	NA	-1.78197	1	-2.09344	1.67178	0.357509
FVEG_15241	NA	0	1	-0.356902	1.84982	1.3263
FVEG_15242	NA	-1.58628	1	-4.96484	0.0981092	0
FVEG_15243	NA	-0.546144	1	-0.698631	10.7383	6.03967
FVEG_15244	NA	0	1	0.427474	0	0.042178
FVEG_15245	NA	0	1	1.70758	0	0.0529643
FVEG_15246	NA	-0.00213315	1	-0.171772	12.5352	10.1635
FVEG_15247	NA	-1.32002	1	-2.45788	0.321406	0.0531795
FVEG_15248	NA	-0.98133	1	-1.05795	0.264829	0.122316
FVEG_15249	NA	-6.32983	1	-6.61742	64.6448	0.596065
FVEG_15250	NA	0	1	-0.37988	0	0.0185834
FVEG_15251	NA	0	1	-0.0579524	0	0.053246
FVEG_15252	NA	-0.81886	1	-0.940672	13.3619	6.35164
FVEG_15253	NA	-1.43501	1	-1.69165	6.08502	1.72004
FVEG_15254	NA	2.64484	1	2.92705	3.71177	25.9321
FVEG_15255	NA	-6.37249	1	-7.64667	3.76322	0.0150326
FVEG_15256	NA	4.29632	1	5.59822	0.0904095	4.65667
FVEG_15257	NA	-0.585243	1	-1.0436	1.75595	0.7827
FVEG_15258	NA	0	1	-2.37988	0	0
FVEG_15259	NA	-2.48343	1	-2.66238	5.85129	0.842565
FVEG_15260	NA	-6.30185	1	-7.06988	2.38078	0.0151855
FVEG_15261	NA	-2.50059	1	-4.37988	0.428541	0.0150154
FVEG_15262	NA	0	1	-2.37988	0	0
FVEG_15263	NA	-1.1927	1	-3.70181	0.357118	0.015641
FVEG_15264	NA	-1.90177	1	-5.18724	0.0862256	0
FVEG_15265	NA	0	1	-0.794918	0	0.00334121
FVEG_15266	NA	-0.920447	1	-1.11685	0.0519444	0.0250256
FVEG_15267	NA	-0.127242	1	-0.669387	0.736044	0.427442
FVEG_15268	NA	-2.32933	1	-4.14542	0.499029	0.0218564
FVEG_15269	NA	-1.61507	1	-2.54338	0.340112	0.0529643
FVEG_15270	NA	-0.854031	1	-2.83931	0.460797	0.0565095
FVEG_15271	NA	-1.9139	1	-1.99403	18.6168	4.26191
FVEG_15272	NA	-4.54228	1	-5.29182	2.7118	0.0602221
FVEG_15273	NA	-2.56394	1	-2.77728	4.97164	0.66091
FVEG_15274	NA	-0.986092	1	-1.33518	0.755185	0.273922
FVEG_15275	NA	0.372042	1	1.19704	0.390597	0.870032
FVEG_15276	NA	-4.49495	1	-6.22118	0.420728	0.00350991
FVEG_15277	NA	0	1	0.558719	0.0462288	0.089088
FVEG_15278	NA	0	1	-2.37988	0	0
FVEG_15279	NA	0	1	-0.37988	0	0.0560275
FVEG_15280	NA	0	1	-2.37988	0	0
FVEG_15281	NA	0	1	-2.37988	0	0
FVEG_15282	NA	0	1	-2.37988	0	0
FVEG_15283	NA	1.22639	1	1.35672	12.8675	30.0898
FVEG_15284	NA	-1.15046	1	-1.62891	4.98733	1.47781
FVEG_15285	NA	0	1	1.20508	0	0.0533492
FVEG_15286	NA	-1.1927	1	-4.70181	0.510168	0
FVEG_15287	NA	1.74522	1	2.08378	1.54732	6.04328
FVEG_15288	NA	-1.73453	1	-1.96024	10.6998	2.50897
FVEG_15289	NA	-1.86081	1	-3.13887	0.551431	0.0552036
FVEG_15290	NA	-0.920447	1	-1.02624	0.322818	0.155527
FVEG_15291	NA	-4.9791	1	-5.11342	45.6979	1.20227
FVEG_15292	NA	0	1	0.0877251	1.5929	1.58436
FVEG_15293	NA	1.84917	1	3.48637	0.0683479	1.04174
FVEG_15294	NA	0	1	0.00287803	49.1482	44.9202
FVEG_15295	NA	0	1	1.20508	0	0.264694
FVEG_15296	NA	0	1	1.86805	0	0.0618766
FVEG_15297	NA	-2.9227	1	-3.00815	57.4675	6.51251
FVEG_15298	NA	-0.66019	1	-0.756708	36.7127	19.8214
FVEG_15299	NA	-0.701807	1	-0.87738	0.42514	0.238339
FVEG_15300	NA	1.9111	1	2.33605	0.374739	1.755
FVEG_15301	NA	0	1	0.53439	0.463288	0.656077
FVEG_15302	NA	-1.37988	1	-1.44699	0.169652	0.0594433
FVEG_15303	NA	-0.14284	1	-0.292418	0.0695361	0.0574302
FVEG_15306	NA	0.904889	1	1.15495	2.09325	4.27169
FVEG_15307	NA	0.0362078	1	0.128901	68.3582	68.1962
FVEG_15309	NA	-4.94833	1	-5.70181	4.50169	0.0749006
FVEG_15310	NA	0	1	-2.37988	0	0
FVEG_15312	NA	0	1	0.62012	0	0.0893772
FVEG_15313	NA	-0.842107	1	-0.964843	0.246288	0.119291
FVEG_15314	NA	0.957364	1	1.1452	3.50025	7.079
FVEG_15316	NA	0.29027	1	2.11197	0.0226262	0.174413
FVEG_15317	NA	-1.30467	1	-1.57418	4.17149	1.27965
FVEG_15318	NA	-1.74262	1	-2.40789	1.33429	0.229172
FVEG_15319	NA	-1.69595	1	-2.19347	3.07121	0.613128
FVEG_15320	NA	0	1	-0.0501003	9.18443	8.09256
FVEG_15321	NA	3.97416	1	4.5635	1.07342	24.0275
FVEG_15324	NA	0	1	-0.427186	0.438181	0.304504
FVEG_15325	NA	-2.47123	1	-2.79492	6.25589	0.820876
FVEG_15326	NA	2.58942	1	3.22841	1.05458	9.414
FVEG_15327	NA	-4.43881	1	-5.83931	1.15987	0.0160421
FVEG_15328	NA	0.145938	1	0.466042	1.18524	1.50407
FVEG_15329	NA	0	1	0.0857831	0.572866	0.561701
FVEG_15330	NA	2.80026	1	3.12775	0.949675	7.64633
FVEG_15331	NA	1.45688	1	1.69541	2.36328	7.01298
FVEG_15332	NA	0	1	2.20508	0	0.174421
FVEG_15333	NA	0	1	0.427474	0	0.0287651
FVEG_15334	NA	1.01655	1	1.09669	25.0116	48.8
FVEG_15336	NA	-1.15749	1	-1.37988	0.225548	0.0921997
FVEG_15337	NA	1.14222	1	1.63931	0.972878	2.82682
FVEG_15338	NA	0	1	0.690509	0.680224	1.22149
FVEG_15339	NA	-1.57252	1	-1.70181	0.264531	0.0811016
FVEG_15340	NA	-0.421345	1	-0.60544	0.322211	0.200707
FVEG_15341	NA	0.898092	1	1.7494	0.169745	0.558158
FVEG_15342	NA	0.542965	1	0.583676	96.9903	132.56
FVEG_15343	NA	0.511136	1	3.32056	0	0.671741
FVEG_15344	NA	0	1	0.427474	0	0.208547
FVEG_15345	NA	-1.41313	1	-1.86681	2.68545	0.673513
FVEG_15346	NA	-0.49113	1	-0.54339	32.6367	20.4229
FVEG_15347	NA	0.351637	1	0.937386	1.08036	1.94317
FVEG_15348	NA	0.332404	1	0.407574	69.6923	84.328
FVEG_15349	NA	-1.79492	1	-1.83931	0.580679	0.152595
FVEG_15350	NA	-0.351733	1	-0.398233	18.3888	12.7248
FVEG_15351	NA	-1.667	1	-2.12157	14.722	3.0899
FVEG_15352	NA	1.07659	1	1.10733	42.1826	82.8767
FVEG_15353	NA	-1.86055	1	-1.93098	35.0197	8.37504
FVEG_15356	NA	0	1	-0.0286581	2.66088	2.42896
